"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo90","hi90","lo95","hi95","horizon"
"O3","ARIMA",104,96,4334.7525192479,541.86893456804,8127.63610392776,-533.360858783976,9202.86589727977,-1465.96235121978,10135.4673897156,8
"O4","ARIMA",97,96,9909.34908954744,8297.54644185213,11521.1517372427,7840.62278756287,11978.075391532,7444.30966030945,12374.3885187854,1
"O4","ARIMA",98,96,9909.34908954744,8037.76816016875,11780.9300189261,7507.2009726954,12311.4972063995,7047.0130631579,12771.685115937,2
"O4","ARIMA",99,96,9909.34908954744,7809.89140354603,12008.8067755488,7214.72432196498,12603.9738571299,6698.50563832827,13120.1925407666,3
"O4","ARIMA",100,96,9909.34908954744,7604.43477977218,12214.2633993227,6951.02360021368,12867.6745788812,6384.28684775559,13434.4113313393,4
"O4","ARIMA",101,96,9909.34908954744,7415.85006698835,12402.8481121065,6708.97774177936,13109.7204373155,6095.87141834284,13722.826760752,5
"O4","ARIMA",102,96,9909.34908954744,7240.55820684428,12578.1399722506,6483.99307500123,13334.7051040936,5827.78565269562,13990.9125263993,6
"O4","ARIMA",103,96,9909.34908954744,7076.09086345934,12742.6073156355,6272.90152507454,13545.7966540203,5576.25455684738,14242.4436222475,7
"O4","ARIMA",104,96,9909.34908954744,6920.66048485938,12898.0376942355,6073.40879387886,13745.289385216,5338.54430596887,14480.153873126,8
"O5","ARIMA",97,96,5302.3740632559,5250.62975254305,5354.11837396876,5235.96095945389,5368.78716705792,5223.23796906452,5381.51015744728,1
"O5","ARIMA",98,96,5296.27782126891,5224.79419420814,5367.76144832968,5204.52957921625,5388.02606332157,5186.95304785345,5405.60259468438,2
"O5","ARIMA",99,96,5290.46723122544,5204.91180301073,5376.02265944014,5180.6580279223,5400.27643452858,5159.62149509506,5421.31296735582,3
"O5","ARIMA",100,96,5284.92890831677,5188.35088818747,5381.50692844606,5160.97236145245,5408.88545518108,5137.22557257844,5432.63224405509,4
"O5","ARIMA",101,96,5279.65009490691,5174.0510151725,5385.24917464131,5144.11514338893,5415.18504642488,5118.15023907235,5441.14995074147,5
"O5","ARIMA",102,96,5274.61863114511,5161.44574970352,5387.7915125867,5129.36281037551,5419.87445191471,5101.53564516485,5447.70161712537,6
"O5","ARIMA",103,96,5269.82292695541,5150.18432007134,5389.46153383948,5116.26843742299,5423.37741648784,5086.85146723606,5452.79438667477,7
"O5","ARIMA",104,96,5265.25193533868,5140.0284190704,5390.47545160697,5104.52929221509,5425.97457846227,5073.73909379414,5456.76477688322,8
"O6","ARIMA",96,95,4343.28095744681,4273.69621356199,4412.86570133163,4253.9699055651,4432.59200932852,4236.8602752406,4449.70163965302,1
"O6","ARIMA",97,95,4331.62191489362,4233.21422635745,4430.02960342979,4205.3170140527,4457.92681573454,4181.1203428006,4482.12348698664,2
"O6","ARIMA",98,95,4319.96287234043,4199.43856050025,4440.48718418061,4165.2715928039,4474.65415187697,4135.63684378314,4504.28890089773,3
"O6","ARIMA",99,95,4308.30382978724,4169.1343420176,4447.47331755688,4129.68172602383,4486.92593355066,4095.46246537482,4521.14519419966,4
"O6","ARIMA",100,95,4296.64478723405,4141.04856971068,4452.24100475743,4096.93920408455,4496.35037038356,4058.68090760907,4534.60866685904,5
"O6","ARIMA",101,95,4284.98574468087,4114.5386282808,4455.43286108093,4066.21923917945,4503.75225018228,4024.30937519677,4545.66211416496,6
"O6","ARIMA",102,95,4273.32670212768,4089.22277476432,4457.43062949103,4037.03186951909,4509.62153473626,3991.76404265621,4554.88936159914,7
"O6","ARIMA",103,95,4261.66765957449,4064.85228250214,4458.48303664683,4009.05785789265,4514.27746125632,3960.66451538845,4562.67080376052,8
"O7","ARIMA",97,96,5313.73,5247.32282709309,5380.13717290691,5228.49731631543,5398.96268368457,5212.16899323914,5415.29100676086,1
"O7","ARIMA",98,96,5313.73,5219.81607543619,5407.64392456381,5193.19278277583,5434.26721722417,5170.10104683052,5457.35895316948,2
"O7","ARIMA",99,96,5313.73,5198.70940253822,5428.75059746178,5166.10266139288,5461.35733860712,5137.82117622234,5489.63882377766,3
"O7","ARIMA",100,96,5313.73,5180.91565418618,5446.54434581382,5143.26463263087,5484.19536736913,5110.60798647828,5516.85201352172,4
"O7","ARIMA",101,96,5313.73,5165.23904718657,5462.22095281343,5123.14392537657,5504.31607462343,5086.6326850194,5540.8273149806,5
"O7","ARIMA",102,96,5313.73,5151.06631111729,5476.3936888827,5104.95341556477,5522.50658443523,5064.95735567254,5562.50264432746,6
"O7","ARIMA",103,96,5313.73,5138.03313521745,5489.42686478255,5088.225515396,5539.234484604,5045.02483320941,5582.43516679059,7
"O7","ARIMA",104,96,5313.73,5125.90215087239,5501.55784912761,5072.65556555166,5554.80443444834,5026.47209366105,5600.98790633895,8
"O8","ARIMA",96,95,5493.1522460243,5443.95462231989,5542.34986972871,5430.00777961088,5556.29671243771,5417.91097350896,5568.39351853963,1
"O8","ARIMA",97,95,5488.76387034188,5424.5302299658,5552.99751071796,5406.32088545895,5571.20685522481,5390.52699473125,5587.00074595251,2
"O8","ARIMA",98,95,5485.08010074991,5412.08838797411,5558.07181352571,5391.39625163717,5578.76394986264,5373.4489092655,5596.71129223432,3
"O8","ARIMA",99,95,5481.98780433118,5403.40875575087,5560.5668529115,5381.13268735054,5582.84292131183,5361.81152013196,5602.16408853041,4
"O8","ARIMA",100,95,5479.3920130086,5397.10335110556,5561.68067491163,5373.77565887409,5585.0083671431,5353.54236481485,5605.24166120235,5
"O8","ARIMA",101,95,5477.21300696324,5392.40774510961,5562.01826881688,5368.36663176082,5586.05938216567,5347.51455127763,5606.91146264886,6
"O8","ARIMA",102,95,5475.3838663446,5388.84921184344,5561.91852084576,5364.31783970934,5586.44989297985,5343.04053284415,5607.72719984504,7
"O8","ARIMA",103,95,5473.8484160828,5386.1156061411,5561.5812260245,5361.24457358823,5586.45225857737,5339.67266196466,5608.02417020094,8
"O9","ARIMA",96,95,6170.52,6115.40162559749,6225.63837440251,6099.77633233563,6241.26366766437,6086.22372069312,6254.81627930688,1
"O9","ARIMA",97,95,6170.52,6092.57084738401,6248.46915261599,6070.47334573703,6270.56665426297,6051.30705854661,6289.73294145339,2
"O9","ARIMA",98,95,6170.52,6075.05217510424,6265.98782489576,6047.98837329154,6293.05162670846,6024.51456135146,6316.52543864854,3
"O9","ARIMA",99,95,6170.52,6060.28325119497,6280.75674880503,6029.03266467125,6312.00733532875,6001.92744138623,6339.11255861377,4
"O9","ARIMA",100,95,6170.52,6047.27156802669,6293.76843197331,6012.33235012481,6328.70764987519,5982.0277892195,6359.0122107805,5
"O9","ARIMA",101,95,6170.52,6035.50810726216,6305.53189273784,5997.23411168926,6343.80588831074,5964.037128483,6377.002871517,6
"O9","ARIMA",102,95,6170.52,6024.6904886608,6316.3495113392,5983.34984852747,6357.69015147253,5947.49300850595,6393.54699149405,7
"O9","ARIMA",103,95,6170.52,6014.62169476801,6326.41830523199,5970.42669147406,6370.61330852594,5932.09411709323,6408.94588290677,8
"O10","ARIMA",97,96,5731.34,5679.38267009074,5783.29732990926,5664.65348901936,5798.02651098065,5651.8781210613,5810.8018789387,1
"O10","ARIMA",98,96,5731.34,5657.86123937764,5804.81876062236,5637.03103174383,5825.64896825617,5618.96393311324,5843.71606688676,2
"O10","ARIMA",99,96,5731.34,5641.34726477155,5821.33273522845,5615.83557480202,5846.84442519798,5593.70798841329,5868.97201158671,3
"O10","ARIMA",100,96,5731.34,5627.42534018149,5835.25465981851,5597.96697803871,5864.71302196129,5572.4162421226,5890.2637578774,4
"O10","ARIMA",101,96,5731.34,5615.15987839352,5847.52012160648,5582.22442826499,5880.45557173501,5553.65783707321,5909.02216292679,5
"O10","ARIMA",102,96,5731.34,5604.07105332488,5858.60894667512,5567.99207537091,5894.68792462909,5536.69894259738,5925.98105740262,6
"O10","ARIMA",103,96,5731.34,5593.87382627317,5868.80617372683,5554.90407614264,5907.77592385736,5521.10362961828,5941.57637038172,7
"O10","ARIMA",104,96,5731.34,5584.38247875528,5878.29752124472,5542.72206348766,5919.95793651234,5506.58786622648,5956.09213377352,8
"O11","ARIMA",96,95,6549.09,6493.86550236124,6604.31449763876,6478.21012463651,6619.96987536349,6464.63141920907,6633.54858079093,1
"O11","ARIMA",97,95,6549.09,6470.99076646402,6627.18923353598,6448.85071896164,6649.32928103836,6429.64752958669,6668.53247041331,2
"O11","ARIMA",98,95,6549.09,6453.4383642672,6644.7416357328,6426.32245463628,6671.85754536372,6402.80344693495,6695.37655306505,3
"O11","ARIMA",99,95,6549.09,6438.64100472248,6659.53899527752,6407.33024927302,6690.84975072698,6380.17283841815,6718.00716158185,4
"O11","ARIMA",100,95,6549.09,6425.60426925646,6672.57573074355,6390.59778045052,6707.58221954948,6360.23487206833,6737.94512793167,5
"O11","ARIMA",101,95,6549.09,6413.8181594835,6684.3618405165,6375.47047232738,6722.70952767262,6342.2095726626,6755.9704273374,6
"O11","ARIMA",102,95,6549.09,6402.97971296937,6695.20028703063,6361.55947682895,6736.62052317105,6325.63359914175,6772.54640085825,7
"O11","ARIMA",103,95,6549.09,6392.89153292805,6705.28846707195,6348.61143792327,6749.56856207673,6310.20505917338,6787.97494082663,8
"O12","ARIMA",97,96,6801.88,6761.56320981302,6842.19679018698,6750.13396000518,6853.62603999482,6740.22079028638,6863.53920971362,1
"O12","ARIMA",98,96,6801.88,6744.86344852623,6858.89655147377,6728.70004844023,6875.05995155977,6714.68070937779,6889.07929062221,2
"O12","ARIMA",99,96,6801.88,6732.04927099806,6871.71072900194,6712.25322963849,6891.50677036151,6695.08311602147,6908.67688397853,3
"O12","ARIMA",100,96,6801.88,6721.24641962605,6882.51358037395,6698.38792001037,6905.37207998963,6678.56158057276,6925.19841942724,4
"O12","ARIMA",101,96,6801.88,6711.72891650732,6892.03108349268,6686.17233700517,6917.58766299483,6664.00581564143,6939.75418435857,5
"O12","ARIMA",102,96,6801.88,6703.12443597506,6900.63556402494,6675.12860580305,6928.63139419695,6650.84639825837,6952.91360174163,6
"O12","ARIMA",103,96,6801.88,6695.21179950489,6908.54820049511,6664.97284684132,6938.78715315869,6638.74506506098,6965.01493493902,7
"O12","ARIMA",104,96,6801.88,6687.84689705245,6915.91310294755,6655.52009688046,6948.23990311954,6627.48141875558,6976.27858124442,8
"O13","ARIMA",96,95,6494.01,6431.43001663564,6556.58998336436,6413.6894609137,6574.3305390863,6398.30217454458,6589.71782545542,1
"O13","ARIMA",97,95,6494.01,6405.50853879303,6582.51146120697,6380.41960428703,6607.60039571297,6358.6586952157,6629.3613047843,2
"O13","ARIMA",98,95,6494.01,6385.61828927611,6602.40171072389,6354.8907454112,6633.1292545888,6328.23918362927,6659.78081637073,3
"O13","ARIMA",99,95,6494.01,6368.85003327127,6619.16996672873,6333.3689218274,6654.6510781726,6302.59434908915,6685.42565091085,4
"O13","ARIMA",100,95,6494.01,6354.07690316648,6633.94309683352,6314.4078146136,6673.6121853864,6280.00079630299,6708.01920369701,5
"O13","ARIMA",101,95,6494.01,6340.72097264545,6647.29902735455,6297.26566337329,6690.75433662671,6259.57466324286,6728.44533675715,6
"O13","ARIMA",102,95,6494.01,6328.43892696733,6659.58107303267,6281.501828407,6706.518171593,6240.79089532217,6747.22910467783,7
"O13","ARIMA",103,95,6494.01,6317.00707758607,6671.01292241393,6266.82920857407,6721.19079142593,6223.3073904314,6764.7126095686,8
"O14","ARIMA",96,95,6609.11280472024,6557.61725410908,6660.6083553314,6543.01898105218,6675.2066283883,6530.35715627386,6687.86845316661,1
"O14","ARIMA",97,95,6614.18933623572,6544.47396115382,6683.90471131762,6524.71062102771,6703.66805144373,6507.56887085385,6720.80980161758,2
"O14","ARIMA",98,95,6618.82210217372,6536.97194318817,6700.67226115927,6513.76856044071,6723.87564390673,6493.64308632008,6744.00111802736,3
"O14","ARIMA",99,95,6623.04989435246,6532.32411337106,6713.77567533387,6506.60461511639,6739.49517358853,6484.29678603157,6761.80300267335,4
"O14","ARIMA",100,95,6626.90811359899,6529.40529376142,6724.41093343655,6501.76459915939,6752.05162803858,6477.79041875889,6776.02580843908,5
"O14","ARIMA",101,95,6630.42906617303,6527.62264170105,6733.23549064501,6498.47844887985,6762.37968346621,6473.20020799689,6787.65792434917,6
"O14","ARIMA",102,95,6633.64223427897,6526.61930656604,6740.6651619919,6496.27979366522,6771.00467489272,6469.96479087603,6797.31967768191,7
"O14","ARIMA",103,95,6636.57452293095,6526.16286805684,6746.98617780506,6494.86269809289,6778.28634776901,6467.71446856805,6805.43457729385,8
"O15","ARIMA",96,95,7445.85787234041,7401.3205577602,7490.39518692062,7388.69484793194,7503.02089674888,7377.74392757827,7513.97181710255,1
"O15","ARIMA",97,95,7455.50574468082,7392.52047036981,7518.49101899183,7374.6650202961,7536.34646906554,7359.17808021147,7551.83340915017,2
"O15","ARIMA",98,95,7465.15361702123,7388.01272533563,7542.29450870683,7366.14435443147,7564.16287961099,7347.17680398926,7583.1304300532,3
"O15","ARIMA",99,95,7474.80148936164,7385.72686020122,7563.87611852206,7360.47544054471,7589.12753817857,7338.57359983736,7611.02937888592,4
"O15","ARIMA",100,95,7484.44936170205,7384.86089876541,7584.03782463869,7356.62895332524,7612.26977007886,7332.14195099824,7636.75677240586,5
"O15","ARIMA",101,95,7494.09723404246,7385.00353880713,7603.19092927779,7354.07699208746,7634.11747599746,7327.2528250071,7660.94164307782,6
"O15","ARIMA",102,95,7503.74510638287,7385.91044794099,7621.57976482475,7352.50595960976,7654.98425315599,7323.53254772666,7683.95766503908,7
"O15","ARIMA",103,95,7513.39297872328,7387.42243010127,7639.3635273453,7351.71152995385,7675.07442749272,7320.73764978458,7706.04830766198,8
"O16","ARIMA",95,94,8233.20290322581,8177.17315493366,8289.23265151795,8161.28949983782,8305.11630661379,8147.51279783486,8318.89300861675,1
"O16","ARIMA",96,94,8240.68580645161,8161.44777652051,8319.92383638271,8138.98489606392,8342.38671683931,8119.50169724656,8361.86991565667,2
"O16","ARIMA",97,94,8248.16870967742,8151.12233890013,8345.21508045471,8123.61104126423,8372.7263780906,8099.74909343437,8396.58832592047,3
"O16","ARIMA",98,94,8255.65161290322,8143.59211631894,8367.71110948751,8111.82480612726,8399.47841967919,8084.27140212134,8427.03182368511,4
"O16","ARIMA",99,94,8263.13451612903,8137.84819018559,8388.42084207247,8102.33125766014,8423.93777459793,8071.52561547576,8454.7434167823,5
"O16","ARIMA",100,94,8270.61741935484,8133.37312562251,8407.86171308717,8094.46627538734,8446.76856332233,8060.72038514171,8480.51445356797,6
"O16","ARIMA",101,94,8278.10032258064,8129.85954257808,8426.3411025832,8087.83534128377,8468.36530387752,8051.38561389729,8504.815031264,7
"O16","ARIMA",102,94,8285.58322580645,8127.10716594425,8444.05928566865,8082.18140503106,8488.98504658184,8043.21500739634,8527.95144421656,8
"O17","ARIMA",97,96,4438.2,4386.24099915976,4490.15900084024,4371.51134440265,4504.88865559735,4358.73556559288,4517.66443440712,1
"O17","ARIMA",98,96,4438.2,4364.71887632438,4511.68112367562,4343.8879987978,4532.5120012022,4325.82031913514,4550.57968086485,2
"O17","ARIMA",99,96,4438.2,4348.20437063419,4528.19562936581,4322.69186021693,4553.70813978307,4300.56356221215,4575.83643778785,3
"O17","ARIMA",100,96,4438.2,4334.28199831952,4542.11800168048,4304.82268880531,4571.57731119469,4279.27113118576,4597.12886881424,4
"O17","ARIMA",101,96,4438.2,4322.01614207825,4554.38385792175,4289.07963275626,4587.32036724374,4260.51212287211,4615.88787712789,5
"O17","ARIMA",102,96,4438.2,4310.92696039657,4565.47303960343,4274.8468221543,4601.5531778457,4243.5526830037,4632.8473169963,6
"O17","ARIMA",103,96,4438.2,4300.72940540533,4575.67059459467,4261.75840202018,4614.64159797982,4227.95686848436,4648.44313151564,7
"O17","ARIMA",104,96,4438.2,4291.23775264875,4585.16224735125,4249.57599759561,4626.82400240439,4213.44063827029,4662.95936172971,8
"O18","ARIMA",96,95,3334.2764893617,3257.03125801704,3411.52172070636,3235.13330826935,3433.41967045405,3216.14010259161,3452.4128761318,1
"O18","ARIMA",97,95,3322.7129787234,3213.47172492714,3431.95423251967,3182.50334740579,3462.92261004101,3155.64289834338,3489.78305910343,2
"O18","ARIMA",98,95,3311.14946808511,3177.35680275374,3444.94213341647,3139.42844120916,3482.87049496106,3106.53124397669,3515.76769219352,3
"O18","ARIMA",99,95,3299.58595744681,3145.09549475749,3454.07642013613,3101.29959526211,3497.8723196315,3063.31318390662,3535.858730987,4
"O18","ARIMA",100,95,3288.02244680851,3115.29685858415,3460.74803503287,3066.33155438045,3509.71333923657,3023.86145537437,3552.18343824265,5
"O18","ARIMA",101,95,3276.45893617021,3087.24753431255,3465.67033802787,3033.60873101761,3519.30914132281,2987.0850685274,3565.83280381303,6
"O18","ARIMA",102,95,3264.89542553192,3060.52375342829,3469.26709763554,3002.58722417372,3527.20362689011,2952.3359253505,3577.45492571333,7
"O18","ARIMA",103,95,3253.33191489362,3034.84940730109,3471.81442248615,2972.9126522584,3533.75117752884,2919.19175413357,3587.47207565366,8
"O19","ARIMA",97,96,6910.06624565163,6842.85006170578,6977.28242959748,6823.79520753996,6996.3372837633,6807.26796327732,7012.86452802594,1
"O19","ARIMA",98,96,6924.28970178167,6823.7396095817,7024.83979398164,6795.23505560741,7053.34434795592,6770.51160603226,7078.06779753107,2
"O19","ARIMA",99,96,6897.93038482511,6768.11127593291,7027.74949371731,6731.30936242544,7064.55140722478,6699.38919087349,7096.47157877673,3
"O19","ARIMA",100,96,6910.56936143117,6760.60868680392,7060.53003605843,6718.0969192818,7103.04180358055,6681.22430090538,7139.91442195697,4
"O19","ARIMA",101,96,6885.732660918,6714.89419349439,7056.57112834162,6666.46386181576,7105.00146002024,6624.45777169261,7147.0075501434,5
"O19","ARIMA",102,96,6896.90846883139,6710.1981494667,7083.61878819607,6657.26836830546,7136.54856935732,6611.35967677694,7182.45726088584,6
"O19","ARIMA",103,96,6873.47781028797,6669.7210756587,7077.23454491724,6611.95887263343,7134.99674794251,6561.85877581615,7185.09684475979,7
"O19","ARIMA",104,96,6883.302472547,6665.98103561435,7100.62390947964,6604.37342797043,7162.23151712357,6550.93801612696,7215.66692896703,8
"O20","ARIMA",96,95,6560.39,6465.64507122208,6655.13492877792,6438.78620041399,6681.99379958601,6415.49013555824,6705.28986444176,1
"O20","ARIMA",97,95,6560.39,6426.40043675619,6694.37956324381,6388.41625738936,6732.36374261064,6355.47064652044,6765.30935347956,2
"O20","ARIMA",98,95,6560.39,6396.28696959714,6724.49303040286,6349.76604072361,6771.01395927639,6309.41607277703,6811.36392722297,3
"O20","ARIMA",99,95,6560.39,6370.90014244416,6749.87985755584,6317.18240082798,6803.59759917202,6270.59027111648,6850.18972888352,4
"O20","ARIMA",100,95,6560.39,6348.53389872919,6772.24610127081,6288.47563780342,6832.30436219658,6236.38405317772,6884.39594682228,5
"O20","ARIMA",101,95,6560.39,6328.31326877776,6792.46673122224,6262.52274023061,6858.2572597694,6205.45926831923,6915.32073168077,6
"O20","ARIMA",102,95,6560.39,6309.71848046909,6811.06151953091,6238.65658781488,6882.12341218512,6177.02099368013,6943.75900631987,7
"O20","ARIMA",103,95,6560.39,6292.41087351238,6828.36912648762,6216.44251477873,6904.33748522127,6150.55129304088,6970.22870695912,8
"O21","ARIMA",97,96,7670.88,7548.61424680171,7793.14575319829,7513.95360467801,7827.80639532199,7483.89066671517,7857.86933328483,1
"O21","ARIMA",98,96,7670.88,7497.97011361321,7843.78988638679,7448.95256344132,7892.80743655868,7406.43714884949,7935.32285115051,2
"O21","ARIMA",99,96,7670.88,7459.10950343488,7882.65049656512,7399.07551025368,7942.68448974633,7347.00497427724,7994.75502572276,3
"O21","ARIMA",100,96,7670.88,7426.34849360341,7915.41150639659,7357.02720935602,7984.73279064398,7296.90133343034,8044.85866656966,4
"O21","ARIMA",101,96,7670.88,7397.4854645284,7944.2745354716,7319.98191259603,8021.77808740397,7252.75913970775,8089.00086029225,5
"O21","ARIMA",102,96,7670.88,7371.39129164712,7970.36870835288,7286.49040428685,8055.26959571315,7212.85154610894,8128.90845389106,6
"O21","ARIMA",103,96,7670.88,7347.39522317732,7994.36477682268,7255.69178383621,8086.06821616379,7176.15272630656,8165.60727369344,7
"O21","ARIMA",104,96,7670.88,7325.06022722642,8016.69977277358,7227.02512688264,8114.73487311736,7141.99429769897,8199.76570230103,8
"O22","ARIMA",97,96,6098.06,5934.52379509597,6261.59620490404,5888.16355337518,6307.95644662482,5847.95295756971,6348.16704243029,1
"O22","ARIMA",98,96,6098.06,5866.78488108569,6329.33511891431,5801.22159848927,6394.89840151074,5744.35522855006,6451.76477144994,2
"O22","ARIMA",99,96,6098.06,5814.80698422922,6381.31301577078,5734.50869011765,6461.61130988235,5664.86189517995,6531.25810482005,3
"O22","ARIMA",100,96,6098.06,5770.98759019193,6425.13240980807,5678.26710675037,6517.85289324963,5597.84591513941,6598.27408486059,4
"O22","ARIMA",101,96,6098.06,5732.38192905224,6463.73807094776,5628.71727711126,6567.40272288875,5538.80365147444,6657.31634852556,5
"O22","ARIMA",102,96,6098.06,5697.47974351388,6498.64025648612,5583.92080694588,6612.19919305412,5485.42536496916,6710.69463503084,6
"O22","ARIMA",103,96,6098.06,5665.38387146862,6530.73612853138,5542.72620115459,6653.39379884541,5436.33896458357,6759.78103541644,7
"O22","ARIMA",104,96,6098.06,5635.50976217138,6560.61023782863,5504.38319697853,6691.73680302147,5390.65045710011,6805.46954289989,8
"O23","ARIMA",72,71,6416.984,6244.9963094731,6588.9716905269,6196.24018901339,6637.72781098661,6153.95152570882,6680.01647429118,1
"O23","ARIMA",73,71,6440.588,6197.36067549564,6683.81532450436,6128.40910869281,6752.76689130719,6068.60390751286,6812.57209248714,2
"O23","ARIMA",74,71,6464.192,6166.30058173098,6762.08341826902,6081.85250391481,6846.53149608519,6008.60639048712,6919.77760951288,3
"O23","ARIMA",75,71,6487.796,6143.82061894621,6831.77138105379,6046.30837802678,6929.28362197322,5961.73105141763,7013.86094858237,4
"O23","ARIMA",76,71,6511.4,6126.82383268866,6895.97616731134,6017.80183302157,7004.99816697842,5923.24150719495,7099.55849280505,5
"O23","ARIMA",77,71,6535.004,6113.7219161694,6956.2860838306,5994.29429920543,7075.71370079457,5890.70865220487,7179.29934779513,6
"O23","ARIMA",78,71,6558.608,6103.57134230149,7013.64465769851,5974.57477267278,7142.64122732722,5862.68948629154,7254.52651370846,7
"O23","ARIMA",79,71,6582.212,6095.75735099127,7068.66664900872,5957.85421738563,7206.56978261437,5838.24381502571,7326.18018497429,8
"O24","ARIMA",71,70,6742.7,6536.54978211375,6948.85021788625,6478.10905984306,7007.29094015694,6427.42044877067,7057.97955122933,1
"O24","ARIMA",72,70,6742.7,6451.15956597909,7034.24043402091,6368.51190394901,7116.88809605099,6296.82738271258,7188.57261728742,2
"O24","ARIMA",73,70,6742.7,6385.63734862961,7099.76265137039,6284.41504842577,7200.98495157423,6196.61979868329,7288.78020131671,3
"O24","ARIMA",74,70,6742.7,6330.39956422749,7155.00043577251,6213.51811968612,7271.88188031388,6112.14089754135,7373.25910245865,4
"O24","ARIMA",75,70,6742.7,6281.73409922994,7203.66590077006,6151.05667157851,7334.34332842149,6037.7134915356,7447.6865084644,5
"O24","ARIMA",76,70,6742.7,6237.7371558151,7247.6628441849,6094.58720605222,7390.81279394778,5970.42597315448,7514.97402684552,6
"O24","ARIMA",77,70,6742.7,6197.27779075119,7288.12220924881,6042.65817318397,7442.74182681603,5908.54871398315,7576.85128601685,7
"O24","ARIMA",78,70,6742.7,6159.61913195818,7325.78086804182,5994.32380789802,7491.07619210198,5850.95476542516,7634.44523457484,8
"O25","ARIMA",70,69,5549.81,5354.46715881639,5745.15284118361,5299.09017767016,5800.52982232984,5251.05890511533,5848.56109488467,1
"O25","ARIMA",71,69,5549.81,5273.55350468564,5826.06649531436,5195.23862690537,5904.38137309463,5127.3121498403,5972.30785015971,2
"O25","ARIMA",72,69,5549.81,5211.46627417513,5888.15372582487,5115.55052926008,5984.06947073992,5032.35792484293,6067.26207515707,3
"O25","ARIMA",73,69,5549.81,5159.12431763278,5940.49568236722,5048.37035534032,6051.24964465968,4952.30781023067,6147.31218976933,4
"O25","ARIMA",74,69,5549.81,5113.0101281955,5986.6098718045,4989.18343396381,6110.43656603619,4881.7822434854,6217.8377565146,5
