series_id,timestamp,value
Y13,1976,1630.42
Y13,1977,1813.32
Y13,1978,2107.61
Y13,1979,2286.28
Y13,1980,2621.3
Y13,1981,2907
Y13,1982,3436.4
Y13,1983,4018
Y13,1984,4593.7
Y13,1985,5005.6
Y13,1986,5125
Y13,1987,5421.7
Y13,1988,5968.1
Y13,1989,6271
Y13,1990,6901.8
Y13,1991,6479.2
Y13,1992,6452.3
Y13,1993,6271.6
Y13,1994,6405.2
Y14,1975,2273.5
Y14,1976,2352.84
Y14,1977,2629.14
Y14,1978,3052.24
Y14,1979,3439.48
Y14,1980,3705.92
Y14,1981,3461.24
Y14,1982,3191.68
Y14,1983,2831.08
Y14,1984,2540.18
Y14,1985,2374.22
Y14,1986,1519.1
Y14,1987,1710.2
Y14,1988,3871
Y14,1989,4010.8
Y14,1990,4120.8
Y14,1991,4084.2
Y14,1992,4330.2
Y14,1993,4552.4
Y14,1994,4724
Y15,1975,1563.67
Y15,1976,1757.13
Y15,1977,1990.16
Y15,1978,2330.83
Y15,1979,2720.18
Y15,1980,3039.77
Y15,1981,3254
Y15,1982,3300.5
Y15,1983,3519.5
Y15,1984,3852.5
Y15,1985,3923
Y15,1986,4301
Y15,1987,4714.5
Y15,1988,5290.5
Y15,1989,5995
Y15,1990,6510.5
Y15,1991,6670
Y15,1992,6941.5
Y15,1993,7010
Y15,1994,7539.5
Y16,1975,3149.1
Y16,1976,3393.8
Y16,1977,3756.3
Y16,1978,4058.4
Y16,1979,4600.58
Y16,1980,4886
Y16,1981,5224.69
Y16,1982,4802.58
Y16,1983,4872.4
Y16,1984,4980.1
Y16,1985,5863.9
Y16,1986,5514.6
Y16,1987,5868
Y16,1988,5875.89
Y16,1989,6658.3
Y16,1990,7101.4
Y16,1991,7375.8
Y16,1992,5748.3
Y16,1993,5915.4
Y16,1994,5759.3
Y17,1975,2471.7
Y17,1976,2597.5
Y17,1977,2929.34
Y17,1978,2834.4
Y17,1979,3088.2
Y17,1980,3453.25
Y17,1981,3519.84
Y17,1982,3697.7
Y17,1983,4048.95
Y17,1984,4661.04
Y17,1985,5668.75
Y17,1986,6147.8
Y17,1987,6061.7
Y17,1988,5973.15
Y17,1989,6259.05
Y17,1990,6189.35
Y17,1991,5963.7
Y17,1992,5454.85
Y17,1993,5420
Y17,1994,5561.65
Y18,1975,3429.94
Y18,1976,3875.12
Y18,1977,4419.46
Y18,1978,4883.26
Y18,1979,5411.2
Y18,1980,5852.84
Y18,1981,6475.2
Y18,1982,5727.6
Y18,1983,5958
Y18,1984,6988.6
Y18,1985,6512.4
Y18,1986,6482.8
Y18,1987,6433.6
Y18,1988,9045.38
Y18,1989,7062.4
Y18,1990,6891.6
Y18,1991,6413.6
Y18,1992,5775.2
Y18,1993,4983.4
Y18,1994,4782.4
Y19,1975,1722.33
Y19,1976,1908.19
Y19,1977,2095.02
Y19,1978,2442.79
Y19,1979,2720.92
Y19,1980,3324.04
Y19,1981,3737.31
Y19,1982,4129.66
Y19,1983,4634.02
Y19,1984,4929.67
Y19,1985,4964.15
Y19,1986,5478.51
Y19,1987,5673.78
Y19,1988,5613.33
Y19,1989,5751.05
Y19,1990,5261.98
Y19,1991,6275.53
Y19,1992,6026.32
Y19,1993,5260.44
Y19,1994,6278
Y20,1975,1675.65
Y20,1976,1870.84
Y20,1977,2090.81
Y20,1978,2422.31
Y20,1979,2785.49
Y20,1980,2857.19
Y20,1981,3318.5
Y20,1982,4095.3
Y20,1983,4296.5
Y20,1984,4808.26
Y20,1985,5037.62
Y20,1986,7432.37
Y20,1987,9712.9
Y20,1988,9902
Y20,1989,10045.3
Y20,1990,10056.3
Y20,1991,8687.2
Y20,1992,8423
Y20,1993,7742.5
Y20,1994,7399.7
Y21,1975,1938.89
Y21,1976,2583.13
Y21,1977,2775.33
Y21,1978,3132.66
Y21,1979,4526.67
Y21,1980,6161.95
Y21,1981,6833.85
Y21,1982,6788.55
Y21,1983,7334.6
Y21,1984,8165.85
Y21,1985,7495.8
Y21,1986,7834.55
Y21,1987,8585.1
Y21,1988,9043.9
Y21,1989,9806.85
Y21,1990,10774.75
Y21,1991,10476.5
Y21,1992,11016
Y21,1993,10540.5
Y21,1994,10580.5
Y22,1975,1210.64
Y22,1976,1434.19
Y22,1977,1641.39
Y22,1978,1899.72
Y22,1979,2211.32
Y22,1980,2267.91
Y22,1981,2250.75
Y22,1982,2093.1
Y22,1983,2441.31
Y22,1984,2774.84
Y22,1985,2602.76
Y22,1986,2826
Y22,1987,3494.92
Y22,1988,5002.05
Y22,1989,5052.8
Y22,1990,4512.15
Y22,1991,4350.8
Y22,1992,4609.33
Y22,1993,4772.4
Y22,1994,5199
Y23,1975,1763.8
Y23,1976,2005.18
Y23,1977,2479.18
Y23,1978,2994.02
Y23,1979,3700.02
Y23,1980,4145.38
Y23,1981,3952.68
Y23,1982,3382.62
Y23,1983,4334
Y23,1984,6777.4
Y23,1985,6279.2
Y23,1986,3717.2
Y23,1987,3559.6
Y23,1988,3358.2
Y23,1989,3434.8
Y23,1990,3644.2
Y23,1991,4183.4
Y23,1992,4896.2
Y23,1993,4876.4
Y23,1994,3502.2
Y24,1975,1252.44
Y24,1976,1536.45
Y24,1977,1943.58
Y24,1978,2342.37
Y24,1979,2588.64
Y24,1980,2329.38
Y24,1981,2808.72
Y24,1982,2808.12
Y24,1983,3267.06
Y24,1984,4140.12
Y24,1985,4590.93
Y24,1986,5141.19
Y24,1987,5279.97
Y24,1988,6049.41
Y24,1989,6659.25
Y24,1990,6907.26
Y24,1991,7032.42
Y24,1992,6788.04
Y24,1993,8569.5
Y24,1994,8602.47
Y25,1975,1398.02
Y25,1976,1636.42
Y25,1977,1894.48
Y25,1978,2078.1
Y25,1979,2459.78
Y25,1980,2841.52
Y25,1981,3140.22
Y25,1982,3137.84
Y25,1983,3268.5
Y25,1984,3470.22
Y25,1985,3659.18
Y25,1986,3964.26
Y25,1987,4264.36
Y25,1988,4863.74
Y25,1989,5283.64
Y25,1990,5789.4
Y25,1991,5862.2
Y25,1992,6434.6
Y25,1993,6655.4
Y25,1994,6970.6
Y26,1975,2301.45
Y26,1976,2656.07
Y26,1977,3028.4
Y26,1978,3711.2
Y26,1979,4381.21
Y26,1980,5215
Y26,1981,4978
Y26,1982,4644
Y26,1983,5208
Y26,1984,5467
Y26,1985,5718
Y26,1986,5956
Y26,1987,6797
Y26,1988,8529
Y26,1989,8839
Y26,1990,8757
Y26,1991,7748
Y26,1992,7596
Y26,1993,7232
Y26,1994,8216
Y27,1975,362.22
Y27,1976,434.16
Y27,1977,495.96
Y27,1978,554.16
Y27,1979,655.71
Y27,1980,761.55
Y27,1981,859.14
Y27,1982,989.64
Y27,1983,1816.92
Y27,1984,1920.66
Y27,1985,2016.12
Y27,1986,2091.3
Y27,1987,2206.68
Y27,1988,3205.44
Y27,1989,3676.83
Y27,1990,4721.37
Y27,1991,5243.28
Y27,1992,6276.36
Y27,1993,7026.27
Y27,1994,8885.16
Y28,1975,1245.08
Y28,1976,1474.43
Y28,1977,1723.11
Y28,1978,2042.25
Y28,1979,2333.25
Y28,1980,2752
Y28,1981,3605.5
Y28,1982,4046.5
Y28,1983,4885
Y28,1984,6447.5
Y28,1985,6472
Y28,1986,8373
Y28,1987,8765.5
Y28,1988,11467
Y28,1989,12523.5
Y28,1990,12166
Y28,1991,12881.5
Y28,1992,13480.5
Y28,1993,7086.5
Y28,1994,7598
Y29,1975,1344.97
Y29,1976,1417.14
Y29,1977,1554.67
Y29,1978,1740.1
Y29,1979,1886.05
Y29,1980,2291.72
Y29,1981,2387.7
Y29,1982,2913.2
Y29,1983,3953.4
Y29,1984,5362
Y29,1985,5677
Y29,1986,6160
Y29,1987,7157
Y29,1988,3823
Y29,1989,4227
Y29,1990,4481
Y29,1991,4395
Y29,1992,4602
Y29,1993,4829
Y29,1994,4841
Y30,1975,2258.64
Y30,1976,2471.73
Y30,1977,2685.13
Y30,1978,3062.63
Y30,1979,3401.3
Y30,1980,3798.52
Y30,1981,4131.23
Y30,1982,4582.09
Y30,1983,4856.5
Y30,1984,4485.47
Y30,1985,4684.74
Y30,1986,4926.51
Y30,1987,5028.27
Y30,1988,5500.53
Y30,1989,6747.02
Y30,1990,6775.18
Y30,1991,7079.44
Y30,1992,7873.68
Y30,1993,8304.85
Y30,1994,8966.21
Y31,1975,1822.88
Y31,1976,1620.78
Y31,1977,2114.17
Y31,1978,1857.05
Y31,1979,2297.84
Y31,1980,2802.01
Y31,1981,3647.49
Y31,1982,3712.98
Y31,1983,4291.95
Y31,1984,4906.95
Y31,1985,4738.76
Y31,1986,5335.95
Y31,1987,5774.62
Y31,1988,6798.39
Y31,1989,7928.83
Y31,1990,7751.34
Y31,1991,8468.2
Y31,1992,9231.5
Y31,1993,9811.36
Y31,1994,11374.3
Y32,1975,1718.82
Y32,1976,1962.42
Y32,1977,2178.76
Y32,1978,2488.12
Y32,1979,2682.14
Y32,1980,2645.94
Y32,1981,2752.58
Y32,1982,2571.18
Y32,1983,2878.18
Y32,1984,3138.36
Y32,1985,3358.42
Y32,1986,3840.68
Y32,1987,4730
Y32,1988,5360.6
Y32,1989,5025
Y32,1990,5062.6
Y32,1991,4878.6
Y32,1992,5099.6
Y32,1993,5050.8
Y32,1994,5505.4
Y33,1975,2009.28
Y33,1976,2207.48
Y33,1977,2091.58
Y33,1978,2349.82
Y33,1979,3448.44
Y33,1980,3634.06
Y33,1981,3063.02
Y33,1982,2701.38
Y33,1983,3024.48
Y33,1984,2650.26
Y33,1985,2333.84
Y33,1986,2113.08
Y33,1987,2710.44
Y33,1988,3976.18
Y33,1989,4421.52
Y33,1990,4417.08
Y33,1991,3819.84
Y33,1992,3816.98
Y33,1993,3472.72
Y33,1994,4063.7
Y34,1975,3637.13
Y34,1976,4086.84
Y34,1977,4785.57
Y34,1978,5166.65
Y34,1979,6473.86
Y34,1980,8118.37
Y34,1981,9262.07
Y34,1982,8864.66
Y34,1983,7852.3
Y34,1984,8329.73
Y34,1985,7945.42
Y34,1986,7082.5
Y34,1987,6992.92
Y34,1988,7826.13
Y34,1989,8061.94
Y34,1990,8551.94
Y34,1991,9303.02
Y34,1992,9592.14
Y34,1993,9611.4
Y34,1994,9505
Y35,1975,1461.57
Y35,1976,1692.5
Y35,1977,2193.82
Y35,1978,2459.68
Y35,1979,3246.8
Y35,1980,4748.86
Y35,1981,5559.46
Y35,1982,5292.42
Y35,1983,5029.4
Y35,1984,4753.6
Y35,1985,4344.6
Y35,1986,2897.4
Y35,1987,3256.4
Y35,1988,3525.2
Y35,1989,3070.2
Y35,1990,3601.6
Y35,1991,3407.4
Y35,1992,3500.6
Y35,1993,3437.8
Y35,1994,3007
Y36,1975,48
Y36,1976,96.04
Y36,1977,288.4
Y36,1978,351.04
Y36,1979,421.44
Y36,1980,413.36
Y36,1981,449.52
Y36,1982,984.52
Y36,1983,824.76
Y36,1984,1110.8
Y36,1985,1724.08
Y36,1986,2064.24
Y36,1987,2496.48
Y36,1988,2960.4
Y36,1989,3274.64
Y36,1990,3970.12
Y36,1991,5589.92
Y36,1992,9170.12
Y36,1993,8793.24
Y36,1994,10438.96
Y37,1975,80.17
Y37,1976,111.61
Y37,1977,118.57
Y37,1978,139.16
Y37,1979,209.91
Y37,1980,346.39
Y37,1981,387.45
Y37,1982,441.35
Y37,1983,527.64
Y37,1984,842
Y37,1985,872.97
Y37,1986,746.3
Y37,1987,872.22
Y37,1988,1813.79
Y37,1989,2509.23
Y37,1990,2835.65
Y37,1991,3193.03
Y37,1992,3756.92
Y37,1993,5400.23
Y37,1994,8299.04
Y38,1975,773.4
Y38,1976,939.6
Y38,1977,1227.45
Y38,1978,1496.3
Y38,1979,1855.3
Y38,1980,2274.65
Y38,1981,2792.2
Y38,1982,3346.3
Y38,1983,3764.15
Y38,1984,4444.55
Y38,1985,5150.1
Y38,1986,6021.25
Y38,1987,6921.2
Y38,1988,7745.8
Y38,1989,8388.45
Y38,1990,8570.2
Y38,1991,8858.75
Y38,1992,9702.85
Y38,1993,11116.85
Y38,1994,12344.85
Y39,1975,565.22
Y39,1976,723.86
Y39,1977,847.08
Y39,1978,968.88
Y39,1979,1124.2
Y39,1980,1237.3
Y39,1981,1275.96
Y39,1982,1424.44
Y39,1983,1610.44
Y39,1984,1826.04
Y39,1985,1865.34
Y39,1986,2262.4
Y39,1987,2931.08
Y39,1988,3164
Y39,1989,3464.8
Y39,1990,5180.4
Y39,1991,5090.2
Y39,1992,5245.8
Y39,1993,5217.4
Y39,1994,5713.4
Y40,1975,111.47
Y40,1976,122.37
Y40,1977,139.4
Y40,1978,176.13
Y40,1979,229.52
Y40,1980,286.32
Y40,1981,395.3
Y40,1982,569.39
Y40,1983,702.57
Y40,1984,988.34
Y40,1985,1094.23
Y40,1986,1671.44
Y40,1987,1782.14
Y40,1988,2433.18
Y40,1989,2825.79
Y40,1990,2994.88
Y40,1991,3546.68
Y40,1992,5304.05
Y40,1993,6379.21
Y40,1994,7146.98
Y41,1975,668.98
Y41,1976,646.49
Y41,1977,830.66
Y41,1978,1110.91
Y41,1979,1612.53
Y41,1980,2296.63
Y41,1981,2890.79
Y41,1982,2670.83
Y41,1983,2545.52
Y41,1984,3194.47
Y41,1985,3324.34
Y41,1986,3378.96
Y41,1987,4149.8
Y41,1988,5088.46
Y41,1989,6462.07
Y41,1990,5119.36
Y41,1991,4035.35
Y41,1992,4815.54
Y41,1993,7010.89
Y41,1994,4328
Y42,1975,657.95
Y42,1976,757.65
Y42,1977,828.75
Y42,1978,942.05
Y42,1979,1025.9
Y42,1980,1232.7
Y42,1981,1649.6
Y42,1982,1715.25
Y42,1983,1984.7
Y42,1984,2084.3
Y42,1985,2327.4
Y42,1986,2739.95
Y42,1987,3206.3
Y42,1988,3787.5
Y42,1989,3889
Y42,1990,3926.5
Y42,1991,4380
Y42,1992,4951
Y42,1993,4854
Y42,1994,5091
Y43,1975,528.39
Y43,1976,558.72
Y43,1977,622.44
Y43,1978,765.06
Y43,1979,989.31
Y43,1980,1288.8
Y43,1981,1753.62
Y43,1982,2346.72
Y43,1983,2937.15
Y43,1984,4029.03
Y43,1985,4671.18
Y43,1986,5695.14
Y43,1987,6775.05
Y43,1988,7537.29
Y43,1989,8887.5
Y43,1990,9787.14
Y43,1991,9683.85
Y43,1992,10154.67
Y43,1993,9313.98
Y43,1994,9246.51
Y44,1975,1608.8
Y44,1976,2264.5
Y44,1977,2393.6
Y44,1978,2781.7
Y44,1979,2720.7
Y44,1980,2686
Y44,1981,3010.8
Y44,1982,2717.3
Y44,1983,3417.7
Y44,1984,3981
Y44,1985,4085
Y44,1986,4216.1
Y44,1987,4750.5
Y44,1988,4660.8
Y44,1989,4598.9
Y44,1990,4356.6
Y44,1991,4016.2
Y44,1992,4734
Y44,1993,5037.7
Y44,1994,5105.6
Y45,1975,1368.12
Y45,1976,1526.97
Y45,1977,1788.72
Y45,1978,2048.49
Y45,1979,2429.43
Y45,1980,2826.09
Y45,1981,3198.27
Y45,1982,3341.76
Y45,1983,3358.56
Y45,1984,3380.52
Y45,1985,3431.37
Y45,1986,3934.71
Y45,1987,4745.88
Y45,1988,5128.11
Y45,1989,5434.38
Y45,1990,6037.95
Y45,1991,6516.51
Y45,1992,7095.96
Y45,1993,7396.23
Y45,1994,7678.38
Y46,1975,2704.3
Y46,1976,3044.7
Y46,1977,3180.3
Y46,1978,3384.3
Y46,1979,3242.35
Y46,1980,3312.05
Y46,1981,3595.05
Y46,1982,3406.8
Y46,1983,3505.05
Y46,1984,3896.6
Y46,1985,3935.15
Y46,1986,4323.35
Y46,1987,4649.95
Y46,1988,5345.25
Y46,1989,5383.5
Y46,1990,5640.85
Y46,1991,5708.2
Y46,1992,5906.7
Y46,1993,6017.45
Y46,1994,6952.3
Y47,1975,1385.58
Y47,1976,1609.68
Y47,1977,1921.08
Y47,1978,2308.08
Y47,1979,2948.7
Y47,1980,3969.6
Y47,1981,4398.3
Y47,1982,4320
Y47,1983,4745.7
Y47,1984,5413.8
Y47,1985,6177
Y47,1986,3402.3
Y47,1987,3561.3
Y47,1988,4254
Y47,1989,4734.9
Y47,1990,5266.5
Y47,1991,5429.7
Y47,1992,5457.9
Y47,1993,5872.5
Y47,1994,6412.2
Y48,1975,512.66
Y48,1976,556.82
Y48,1977,630.74
Y48,1978,725.78
Y48,1979,914.18
Y48,1980,1105.7
Y48,1981,1321.34
Y48,1982,1429.9
Y48,1983,1687.08
Y48,1984,2001.62
Y48,1985,2289.02
Y48,1986,2656.78
Y48,1987,3313.24
Y48,1988,4134.82
Y48,1989,5101.18
Y48,1990,5934.92
Y48,1991,6366.5
Y48,1992,6574.92
Y48,1993,6989.74
Y48,1994,8629.08
Y49,1975,554.64
Y49,1976,648.63
Y49,1977,763.32
Y49,1978,928.35
Y49,1979,1156.8
Y49,1980,1375.89
Y49,1981,1464.87
Y49,1982,1647.9
Y49,1983,1815.48
Y49,1984,2147.28
Y49,1985,2660.25
Y49,1986,3055.29
Y49,1987,3429.69
Y49,1988,5946.81
Y49,1989,6402.27
Y49,1990,7184.37
Y49,1991,7854.54
Y49,1992,7973.55
Y49,1993,8616.99
Y49,1994,8504.07
Y50,1975,1521.93
Y50,1976,1393.16
Y50,1977,1542.06
Y50,1978,2078.31
Y50,1979,2858.9
Y50,1980,3754.5
Y50,1981,5035.56
Y50,1982,4757.83
Y50,1983,3889.21
Y50,1984,4552.85
Y50,1985,4305.41
Y50,1986,3991.34
Y50,1987,4580
Y50,1988,5235.6
Y50,1989,6167.5
Y50,1990,5986.5
Y50,1991,5006.5
Y50,1992,4556
Y50,1993,4466.5
Y50,1994,4350.5
Y51,1975,3364.42
Y51,1976,3886.82
Y51,1977,4183.46
Y51,1978,4646.48
Y51,1979,5989.52
Y51,1980,8095.8
Y51,1981,8844.8
Y51,1982,6872.4
Y51,1983,5468.4
Y51,1984,5359.6
Y51,1985,8348.4
Y51,1986,4870.2
Y51,1987,5203
Y51,1988,5039.2
Y51,1989,5888.6
Y51,1990,7721.4
Y51,1991,7292.2
Y51,1992,7492.8
Y51,1993,6424.6
Y51,1994,6068
Y52,1975,1169.7
Y52,1976,1336.09
Y52,1977,1502.63
Y52,1978,1621.38
Y52,1979,1785.17
Y52,1980,1932.78
Y52,1981,2108.35
Y52,1982,2255.94
Y52,1983,2635.91
Y52,1984,3043.16
Y52,1985,3582.14
Y52,1986,4805.17
Y52,1987,5560.5
Y52,1988,5959.47
Y52,1989,6089.81
Y52,1990,6426.15
Y52,1991,6852.72
Y52,1992,7395.21
Y52,1993,8045.42
Y52,1994,8543.22
Y53,1975,1195.13
Y53,1976,1180.02
Y53,1977,1358.82
Y53,1978,1824.94
Y53,1979,2678.75
Y53,1980,3445.5
Y53,1981,4414.75
Y53,1982,4320.5
Y53,1983,4121.25
Y53,1984,4970
Y53,1985,5399.25
Y53,1986,5550.75
Y53,1987,6394.5
Y53,1988,7624.5
Y53,1989,8987.5
Y53,1990,9001.75
Y53,1991,7292.25
Y53,1992,7216.75
Y53,1993,7217
Y53,1994,7242
Y54,1975,3607.55
Y54,1976,4110.5
Y54,1977,4364.1
Y54,1978,5732.9
Y54,1979,2827
Y54,1980,3187.15
Y54,1981,3570.1
Y54,1982,4335.7
Y54,1983,4569.05
Y54,1984,4872.85
Y54,1985,5274.25
Y54,1986,5445.35
Y54,1987,5630.2
Y54,1988,6299.7
Y54,1989,6781.45
Y54,1990,7420.2
Y54,1991,8232.45
Y54,1992,8585.2
Y54,1993,8170.85
Y54,1994,9184.75
Y55,1975,1443.14
Y55,1976,1794.69
Y55,1977,2044.6
Y55,1978,2455.44
Y55,1979,2851.73
Y55,1980,3636.5
Y55,1981,4426.24
Y55,1982,5070.59
Y55,1983,5078.37
Y55,1984,4593.38
Y55,1985,4052.54
Y55,1986,3369.58
Y55,1987,2798
Y55,1988,3128.9
Y55,1989,3204.4
Y55,1990,2357.91
Y55,1991,2576.76
Y55,1992,2922
Y55,1993,3391.19
Y55,1994,2833.4
Y56,1975,1262.46
Y56,1976,1741.26
Y56,1977,2206.08
Y56,1978,2772.26
Y56,1979,3439.94
Y56,1980,3307.2
Y56,1981,2287.44
Y56,1982,2407.6
Y56,1983,2710.18
Y56,1984,3409.82
Y56,1985,3764.28
Y56,1986,4248.94
Y56,1987,4593.82
Y56,1988,5378.14
Y56,1989,7520.38
Y56,1990,8417.04
Y56,1991,8164.52
Y56,1992,8111.18
Y56,1993,8383.62
Y56,1994,9360.96
Y57,1975,826.25
Y57,1976,1200.55
Y57,1977,1232.7
Y57,1978,1303.3
Y57,1979,1416.2
Y57,1980,1619.75
Y57,1981,1969.75
Y57,1982,2151.75
Y57,1983,2288.9
Y57,1984,2776.95
Y57,1985,2613.2
Y57,1986,2887.6
Y57,1987,3328.9
Y57,1988,3740.15
Y57,1989,4334
Y57,1990,4479.5
Y57,1991,5005.35
Y57,1992,5873.65
Y57,1993,5968.25
Y57,1994,7016.2
Y58,1975,1877.92
Y58,1976,2051.82
Y58,1977,2239.26
Y58,1978,2503.46
Y58,1979,2843.2
Y58,1980,3059.34
Y58,1981,3197
Y58,1982,3157.4
Y58,1983,3178.8
Y58,1984,3465.4
Y58,1985,3381
Y58,1986,3760
Y58,1987,4225.2
Y58,1988,4304.6
Y58,1989,4937.6
Y58,1990,5960.8
Y58,1991,6573.6
Y58,1992,7488
Y58,1993,8069.4
Y58,1994,9598.4
Y59,1975,2741.5
Y59,1976,2695.8
Y59,1977,2869.8
Y59,1978,3221.8
Y59,1979,3698.7
Y59,1980,4120.29
Y59,1981,4343.09
Y59,1982,4091.5
Y59,1983,4010.9
Y59,1984,4373.29
Y59,1985,4209.9
Y59,1986,4548.8
Y59,1987,4903
Y59,1988,4700
Y59,1989,5103.1
Y59,1990,5781.1
Y59,1991,6189.1
Y59,1992,6599
Y59,1993,6738
Y59,1994,7425
Y60,1975,5597.45
Y60,1976,5438.05
Y60,1977,5669.1
Y60,1978,6137.25
Y60,1979,7866
Y60,1980,7638
Y60,1981,8056.7
Y60,1982,5632
Y60,1983,3858.4
Y60,1984,3961.05
Y60,1985,5494.25
Y60,1986,6021.2
Y60,1987,6419.85
