"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo95","hi95"
"M10","ARIMA","1995-04","1994-02",6308.46405296724,3875.11295081644,8741.81515511805,2586.97468790241,10029.9534180321
"M10","ARIMA","1995-05","1994-02",5095.42893493075,2647.61915879989,7543.23871106161,1351.82693622166,8839.03093363984
"M10","ARIMA","1995-06","1994-02",2077.24977282626,-396.254721971198,4550.75426762371,-1705.64890697894,5860.14845263145
"M10","ARIMA","1995-07","1994-02",1932.70077685669,-541.223950018623,4406.625503732,-1850.84059245074,5716.24214616412
"M10","ARIMA","1995-08","1994-02",4382.23935638583,1904.32469620703,6860.15401656463,592.595910668983,8171.88280210268
"M11","ARIMA","1994-03","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-04","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-05","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-06","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-07","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-08","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-09","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-10","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-11","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1994-12","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-01","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-02","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-03","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-04","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-05","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-06","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-07","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M11","ARIMA","1995-08","1994-02",3119.2,1800.8398465464,4437.5601534536,1102.9421381295,5135.4578618705
"M12","ARIMA","1994-03","1994-02",3422.85650745167,-2500.96337396405,9346.6763888674,-5636.84419491003,12482.5572098134
"M12","ARIMA","1994-04","1994-02",8678.20277999489,2592.71654320582,14763.689016784,-628.745276716498,17985.1508367063
"M12","ARIMA","1994-05","1994-02",3980.73451761044,-2524.83683884688,10486.3058740678,-5968.67828818116,13930.147323402
"M12","ARIMA","1994-06","1994-02",6835.21854572595,252.502688618513,13417.9344028334,-3232.17659253255,16902.6136839845
"M12","ARIMA","1994-07","1994-02",4599.95786478096,-2058.58181625964,11258.4975458216,-5583.39980520442,14783.3155347663
"M12","ARIMA","1994-08","1994-02",6076.01701107461,-606.893000260921,12758.9270224101,-4144.61186278084,16296.6458849301
"M12","ARIMA","1994-09","1994-02",4984.68069141561,-1714.57510473182,11683.936487563,-5260.94690304672,15230.3082858779
"M12","ARIMA","1994-10","1994-02",5732.77726384624,-973.185105949714,12438.7396336422,-4523.10714989998,15988.6616775925
"M12","ARIMA","1994-11","1994-02",5193.49476084862,-1516.28249691931,11903.2720186165,-5068.22402057437,15455.2135422716
"M12","ARIMA","1994-12","1994-02",5569.39245592329,-1142.12970583963,12280.9146176862,-4694.99492587335,15833.7798377199
"M12","ARIMA","1995-01","1994-02",5301.44205108676,-1411.00307754491,12013.8871797184,-4964.35688672551,15567.240988899
"M12","ARIMA","1995-02","1994-02",5489.60887346634,-1223.27935278161,12202.4970997143,-4776.86772367145,15756.0854706041
"M12","ARIMA","1995-03","1994-02",5356.14530182258,-1356.96985901154,12069.2604626567,-4910.67836181468,15622.9689654598
"M12","ARIMA","1995-04","1994-02",5450.18093553427,-1263.04554494926,12163.4074160178,-4816.81297681516,15717.1748478837
"M12","ARIMA","1995-05","1994-02",5383.63071540596,-1329.65196562058,12096.9133964325,-4883.44914825684,15650.7105790688
"M12","ARIMA","1995-06","1994-02",5430.58991943597,-1282.72059556042,12143.9004344324,-4836.53251261028,15697.7123514822
"M12","ARIMA","1995-07","1994-02",5397.38904131906,-1315.93543640884,12110.7135190469,-4869.75474488228,15664.5328275204
"M12","ARIMA","1995-08","1994-02",5420.83166991747,-1292.49975257034,12134.1630924053,-4846.32273737761,15687.9860772126
"M13","ARIMA","1994-03","1994-02",3396.43405050365,1239.32682827723,5553.54127273008,97.4232420244916,6695.44485898281
"M13","ARIMA","1994-04","1994-02",3687.17355936286,1530.06633713644,5844.28078158929,388.162750883703,6986.18436784202
"M13","ARIMA","1994-05","1994-02",3275.29258847898,1118.18536625256,5432.3998107054,-23.7182200001798,6574.30339695814
"M13","ARIMA","1994-06","1994-02",3820.42916759,1663.32194536358,5977.53638981643,521.418359110842,7119.43997606916
"M13","ARIMA","1994-07","1994-02",3057.23795683457,900.130734608148,5214.345179061,-241.772851644589,6356.24876531373
"M13","ARIMA","1994-08","1994-02",3675.0594131604,1517.95219093397,5832.16663538682,376.048604681236,6974.07022163956
"M13","ARIMA","1994-09","1994-02",4062.71209163935,1905.60486941292,6219.81931386577,763.701283160186,7361.72290011851
"M13","ARIMA","1994-10","1994-02",3238.95014987158,1081.84292764516,5396.057372098,-60.0606586075814,6537.96095835074
"M13","ARIMA","1994-11","1994-02",4062.71209163935,1905.60486941292,6219.81931386577,763.701283160186,7361.72290011851
"M13","ARIMA","1994-12","1994-02",3711.4018517678,1554.29462954137,5868.50907399422,412.391043288638,7010.41266024696
"M13","ARIMA","1995-01","1994-02",3190.49356506171,1033.38634283529,5347.60078728813,-108.51724341745,6489.50437354087
"M13","ARIMA","1995-02","1994-02",2766.49844797536,609.391225748936,4923.60567020178,-532.512360503801,6065.50925645452
"M13","ARIMA","1995-03","1994-02",3373.06972676971,1153.55312591442,5592.58632762499,-21.3879897377851,6767.52744327719
"M13","ARIMA","1995-04","1994-02",3302.62850842663,1083.11190757134,5522.14510928191,-91.8292080808646,6697.08622493412
"M13","ARIMA","1995-05","1994-02",3402.42023441266,1182.90363355737,5621.93683526794,7.96251790516499,6796.87795092014
"M13","ARIMA","1995-06","1994-02",3270.34295001938,1050.82634916409,5489.85955087467,-124.11476648811,6664.80066652687
"M13","ARIMA","1995-07","1994-02",3455.25114816996,1235.73454731468,5674.76774902525,60.7934316624746,6849.70886467746
"M13","ARIMA","1995-08","1994-02",3305.56355919092,1086.04695833563,5525.08016004621,-88.8941573165698,6700.02127569841
"M14","ARIMA","1994-03","1994-02",6142.16105300234,2962.73578482407,9321.58632118062,1279.64971541299,11004.6723905917
"M14","ARIMA","1994-04","1994-02",4118.54008027121,939.114812092943,7297.96534844948,-743.971257318144,8981.05141786057
"M14","ARIMA","1994-05","1994-02",5551.41455785723,2371.98928967896,8730.8398260355,688.903220267875,10413.9258954466
