series_id,category,method,forecast,horizon,timestamp
O1,MICRO,AutoBox3,4362.79,8,8
O1,MICRO,ROBUST-Trend,4536.52,1,1
O1,MICRO,ROBUST-Trend,4530.53,2,2
O1,MICRO,ROBUST-Trend,4524.53,3,3
O1,MICRO,ROBUST-Trend,4518.54,4,4
O1,MICRO,ROBUST-Trend,4512.55,5,5
O1,MICRO,ROBUST-Trend,4506.56,6,6
O1,MICRO,ROBUST-Trend,4500.56,7,7
O1,MICRO,ROBUST-Trend,4494.57,8,8
O1,MICRO,ARARMA,4553.39,1,1
O1,MICRO,ARARMA,4567.95,2,2
O1,MICRO,ARARMA,4583.42,3,3
O1,MICRO,ARARMA,4599.15,4,4
O1,MICRO,ARARMA,4614.97,5,5
O1,MICRO,ARARMA,4630.86,6,6
O1,MICRO,ARARMA,4646.81,7,7
O1,MICRO,ARARMA,4662.81,8,8
O1,MICRO,Auto-ANN,4519.21,1,1
O1,MICRO,Auto-ANN,4495.82,2,2
O1,MICRO,Auto-ANN,4476.03,3,3
O1,MICRO,Auto-ANN,4459.89,4,4
O1,MICRO,Auto-ANN,4446.79,5,5
O1,MICRO,Auto-ANN,4436.12,6,6
O1,MICRO,Auto-ANN,4427.36,7,7
O1,MICRO,Auto-ANN,4420.12,8,8
O1,MICRO,Flors-Pearc1,4541.19,1,1
O1,MICRO,Flors-Pearc1,4541.19,2,2
O1,MICRO,Flors-Pearc1,4541.19,3,3
O1,MICRO,Flors-Pearc1,4541.19,4,4
O1,MICRO,Flors-Pearc1,4541.19,5,5
O1,MICRO,Flors-Pearc1,4541.19,6,6
O1,MICRO,Flors-Pearc1,4541.19,7,7
O1,MICRO,Flors-Pearc1,4541.19,8,8
O1,MICRO,Flors-Pearc2,4351.4,1,1
O1,MICRO,Flors-Pearc2,4351.4,2,2
O1,MICRO,Flors-Pearc2,4351.4,3,3
O1,MICRO,Flors-Pearc2,4351.4,4,4
O1,MICRO,Flors-Pearc2,4351.4,5,5
O1,MICRO,Flors-Pearc2,4351.4,6,6
O1,MICRO,Flors-Pearc2,4351.4,7,7
O1,MICRO,Flors-Pearc2,4351.4,8,8
O1,MICRO,PP-Autocast,4541.33,1,1
O1,MICRO,PP-Autocast,4541.03,2,2
O1,MICRO,PP-Autocast,4540.95,3,3
O1,MICRO,PP-Autocast,4540.94,4,4
O1,MICRO,PP-Autocast,4540.93,5,5
O1,MICRO,PP-Autocast,4540.93,6,6
O1,MICRO,PP-Autocast,4540.93,7,7
O1,MICRO,PP-Autocast,4540.93,8,8
O1,MICRO,ForecastPro,4542.51,1,1
O1,MICRO,ForecastPro,4542.51,2,2
O1,MICRO,ForecastPro,4542.51,3,3
O1,MICRO,ForecastPro,4542.51,4,4
O1,MICRO,ForecastPro,4542.51,5,5
O1,MICRO,ForecastPro,4542.51,6,6
O1,MICRO,ForecastPro,4542.51,7,7
O1,MICRO,ForecastPro,4542.51,8,8
O1,MICRO,SMARTFCS,4542.61,1,1
O1,MICRO,SMARTFCS,4542.61,2,2
O1,MICRO,SMARTFCS,4542.61,3,3
O1,MICRO,SMARTFCS,4542.61,4,4
O1,MICRO,SMARTFCS,4542.61,5,5
O1,MICRO,SMARTFCS,4542.61,6,6
O1,MICRO,SMARTFCS,4542.61,7,7
O1,MICRO,SMARTFCS,4542.61,8,8
O1,MICRO,THETAsm,4327.82,1,1
O1,MICRO,THETAsm,4328.36,2,2
O1,MICRO,THETAsm,4328.44,3,3
O1,MICRO,THETAsm,4328.45,4,4
O1,MICRO,THETAsm,4328.46,5,5
O1,MICRO,THETAsm,4328.46,6,6
O1,MICRO,THETAsm,4328.46,7,7
O1,MICRO,THETAsm,4328.46,8,8
O1,MICRO,THETA,4547.96,1,1
O1,MICRO,THETA,4555.03,2,2
O1,MICRO,THETA,4562.67,3,3
O1,MICRO,THETA,4570.48,4,4
O1,MICRO,THETA,4578.34,5,5
O1,MICRO,THETA,4586.18,6,6
O1,MICRO,THETA,4594,7,7
O1,MICRO,THETA,4601.78,8,8
O1,MICRO,RBF,4565.63,1,1
O1,MICRO,RBF,4579.79,2,2
O1,MICRO,RBF,4595.46,3,3
O1,MICRO,RBF,4612.43,4,4
O1,MICRO,RBF,4630.52,5,5
O1,MICRO,RBF,4649.55,6,6
O1,MICRO,RBF,4669.34,7,7
O1,MICRO,RBF,4689.72,8,8
O1,MICRO,ForcX,4541.74,1,1
O1,MICRO,ForcX,4541.62,2,2
O1,MICRO,ForcX,4541.6,3,3
O1,MICRO,ForcX,4541.59,4,4
O1,MICRO,ForcX,4541.59,5,5
O1,MICRO,ForcX,4541.59,6,6
O1,MICRO,ForcX,4541.59,7,7
O1,MICRO,ForcX,4541.59,8,8
O2,MICRO,NAIVE2,7059.1,1,1
O2,MICRO,NAIVE2,7059.1,2,2
O2,MICRO,NAIVE2,7059.1,3,3
O2,MICRO,NAIVE2,7059.1,4,4
O2,MICRO,NAIVE2,7059.1,5,5
O2,MICRO,NAIVE2,7059.1,6,6
O2,MICRO,NAIVE2,7059.1,7,7
O2,MICRO,NAIVE2,7059.1,8,8
O2,MICRO,SINGLE,7071.71,1,1
O2,MICRO,SINGLE,7071.71,2,2
O2,MICRO,SINGLE,7071.71,3,3
O2,MICRO,SINGLE,7071.71,4,4
O2,MICRO,SINGLE,7071.71,5,5
O2,MICRO,SINGLE,7071.71,6,6
O2,MICRO,SINGLE,7071.71,7,7
O2,MICRO,SINGLE,7071.71,8,8
O2,MICRO,HOLT,7095.83,1,1
O2,MICRO,HOLT,7116.63,2,2
O2,MICRO,HOLT,7137.43,3,3
O2,MICRO,HOLT,7158.23,4,4
O2,MICRO,HOLT,7179.03,5,5
O2,MICRO,HOLT,7199.83,6,6
O2,MICRO,HOLT,7220.63,7,7
O2,MICRO,HOLT,7241.43,8,8
O2,MICRO,DAMPEN,7057.2,1,1
O2,MICRO,DAMPEN,7057.2,2,2
O2,MICRO,DAMPEN,7057.2,3,3
O2,MICRO,DAMPEN,7057.2,4,4
O2,MICRO,DAMPEN,7057.2,5,5
O2,MICRO,DAMPEN,7057.2,6,6
O2,MICRO,DAMPEN,7057.2,7,7
O2,MICRO,DAMPEN,7057.2,8,8
O2,MICRO,WINTER,7095.83,1,1
O2,MICRO,WINTER,7116.63,2,2
O2,MICRO,WINTER,7137.43,3,3
O2,MICRO,WINTER,7158.23,4,4
O2,MICRO,WINTER,7179.03,5,5
O2,MICRO,WINTER,7199.83,6,6
O2,MICRO,WINTER,7220.63,7,7
O2,MICRO,WINTER,7241.43,8,8
O2,MICRO,COMB S-H-D,7074.91,1,1
O2,MICRO,COMB S-H-D,7081.85,2,2
O2,MICRO,COMB S-H-D,7088.78,3,3
O2,MICRO,COMB S-H-D,7095.71,4,4
O2,MICRO,COMB S-H-D,7102.65,5,5
O2,MICRO,COMB S-H-D,7109.58,6,6
O2,MICRO,COMB S-H-D,7116.51,7,7
O2,MICRO,COMB S-H-D,7123.45,8,8
O2,MICRO,B-J auto,6726.09,1,1
O2,MICRO,B-J auto,6685.79,2,2
O2,MICRO,B-J auto,6685.79,3,3
O2,MICRO,B-J auto,6685.79,4,4
O2,MICRO,B-J auto,6685.79,5,5
O2,MICRO,B-J auto,6685.79,6,6
O2,MICRO,B-J auto,6685.79,7,7
O2,MICRO,B-J auto,6685.79,8,8
O2,MICRO,AutoBox1,6912.89,1,1
O2,MICRO,AutoBox1,6827.33,2,2
O2,MICRO,AutoBox1,6777.25,3,3
O2,MICRO,AutoBox1,6747.94,4,4
O2,MICRO,AutoBox1,6730.79,5,5
O2,MICRO,AutoBox1,6720.76,6,6
O2,MICRO,AutoBox1,6714.88,7,7
O2,MICRO,AutoBox1,6711.44,8,8
O2,MICRO,AutoBox2,6567.46,1,1
O2,MICRO,AutoBox2,6347.31,2,2
O2,MICRO,AutoBox2,6234.43,3,3
O2,MICRO,AutoBox2,6142.44,4,4
O2,MICRO,AutoBox2,6067.47,5,5
O2,MICRO,AutoBox2,6006.37,6,6
O2,MICRO,AutoBox2,5956.58,7,7
O2,MICRO,AutoBox2,5916,8,8
O2,MICRO,AutoBox3,6882.36,1,1
O2,MICRO,AutoBox3,6895.08,2,2
O2,MICRO,AutoBox3,6895.08,3,3
O2,MICRO,AutoBox3,6895.08,4,4
O2,MICRO,AutoBox3,6895.08,5,5
O2,MICRO,AutoBox3,6895.08,6,6
O2,MICRO,AutoBox3,6895.08,7,7
O2,MICRO,AutoBox3,6895.08,8,8
O2,MICRO,ROBUST-Trend,7020.46,1,1
O2,MICRO,ROBUST-Trend,6981.82,2,2
O2,MICRO,ROBUST-Trend,6943.18,3,3
O2,MICRO,ROBUST-Trend,6904.54,4,4
O2,MICRO,ROBUST-Trend,6865.91,5,5
O2,MICRO,ROBUST-Trend,6827.27,6,6
O2,MICRO,ROBUST-Trend,6788.63,7,7
O2,MICRO,ROBUST-Trend,6749.99,8,8
O2,MICRO,ARARMA,6905.34,1,1
O2,MICRO,ARARMA,6905.4,2,2
O2,MICRO,ARARMA,6888.74,3,3
O2,MICRO,ARARMA,6825.59,4,4
O2,MICRO,ARARMA,6774.8,5,5
O2,MICRO,ARARMA,6737.59,6,6
O2,MICRO,ARARMA,6694.91,7,7
O2,MICRO,ARARMA,6649.07,8,8
O2,MICRO,Auto-ANN,6667.37,1,1
O2,MICRO,Auto-ANN,6401.04,2,2
O2,MICRO,Auto-ANN,6219.96,3,3
O2,MICRO,Auto-ANN,6096.85,4,4
O2,MICRO,Auto-ANN,6013.14,5,5
O2,MICRO,Auto-ANN,5956.23,6,6
O2,MICRO,Auto-ANN,5917.54,7,7
O2,MICRO,Auto-ANN,5891.24,8,8
O2,MICRO,Flors-Pearc1,7051.17,1,1
O2,MICRO,Flors-Pearc1,7051.17,2,2
O2,MICRO,Flors-Pearc1,7051.17,3,3
O2,MICRO,Flors-Pearc1,7051.17,4,4
O2,MICRO,Flors-Pearc1,7051.17,5,5
O2,MICRO,Flors-Pearc1,7051.17,6,6
O2,MICRO,Flors-Pearc1,7051.17,7,7
O2,MICRO,Flors-Pearc1,7051.17,8,8
O2,MICRO,Flors-Pearc2,6684.72,1,1
O2,MICRO,Flors-Pearc2,6684.72,2,2
O2,MICRO,Flors-Pearc2,6684.72,3,3
O2,MICRO,Flors-Pearc2,6684.72,4,4
O2,MICRO,Flors-Pearc2,6684.72,5,5
O2,MICRO,Flors-Pearc2,6684.72,6,6
O2,MICRO,Flors-Pearc2,6684.72,7,7
O2,MICRO,Flors-Pearc2,6684.72,8,8
O2,MICRO,PP-Autocast,7056.23,1,1
O2,MICRO,PP-Autocast,7056.23,2,2
O2,MICRO,PP-Autocast,7056.23,3,3
O2,MICRO,PP-Autocast,7056.23,4,4
O2,MICRO,PP-Autocast,7056.23,5,5
O2,MICRO,PP-Autocast,7056.23,6,6
O2,MICRO,PP-Autocast,7056.23,7,7
O2,MICRO,PP-Autocast,7056.23,8,8
O2,MICRO,ForecastPro,7056.9,1,1
O2,MICRO,ForecastPro,7056.9,2,2
O2,MICRO,ForecastPro,7056.9,3,3
O2,MICRO,ForecastPro,7056.9,4,4
O2,MICRO,ForecastPro,7056.9,5,5
O2,MICRO,ForecastPro,7056.9,6,6
O2,MICRO,ForecastPro,7056.9,7,7
O2,MICRO,ForecastPro,7056.9,8,8
O2,MICRO,SMARTFCS,6704.76,1,1
O2,MICRO,SMARTFCS,6723.69,2,2
O2,MICRO,SMARTFCS,6742.62,3,3
O2,MICRO,SMARTFCS,6761.55,4,4
O2,MICRO,SMARTFCS,6780.48,5,5
O2,MICRO,SMARTFCS,6799.41,6,6
O2,MICRO,SMARTFCS,6818.34,7,7
O2,MICRO,SMARTFCS,6837.27,8,8
O2,MICRO,THETAsm,6784.27,1,1
O2,MICRO,THETAsm,6785.04,2,2
O2,MICRO,THETAsm,6785.16,3,3
O2,MICRO,THETAsm,6785.18,4,4
O2,MICRO,THETAsm,6785.18,5,5
O2,MICRO,THETAsm,6785.19,6,6
O2,MICRO,THETAsm,6785.19,7,7
O2,MICRO,THETAsm,6785.19,8,8
O2,MICRO,THETA,7068.59,1,1
O2,MICRO,THETA,7078.76,2,2
O2,MICRO,THETA,7088.89,3,3
O2,MICRO,THETA,7098.97,4,4
O2,MICRO,THETA,7109.01,5,5
O2,MICRO,THETA,7119,6,6
O2,MICRO,THETA,7128.95,7,7
O2,MICRO,THETA,7138.86,8,8
O2,MICRO,RBF,7043.53,1,1
O2,MICRO,RBF,7056.67,2,2
O2,MICRO,RBF,7069.85,3,3
O2,MICRO,RBF,7082.62,4,4
O2,MICRO,RBF,7094.58,5,5
O2,MICRO,RBF,7105.4,6,6
O2,MICRO,RBF,7114.78,7,7
O2,MICRO,RBF,7122.45,8,8
O2,MICRO,ForcX,7070.62,1,1
O2,MICRO,ForcX,7070.62,2,2
O2,MICRO,ForcX,7070.62,3,3
O2,MICRO,ForcX,7070.62,4,4
O2,MICRO,ForcX,7070.62,5,5
O2,MICRO,ForcX,7070.62,6,6
O2,MICRO,ForcX,7070.62,7,7
O2,MICRO,ForcX,7070.62,8,8
O3,MICRO,NAIVE2,8104,1,1
O3,MICRO,NAIVE2,8104,2,2
O3,MICRO,NAIVE2,8104,3,3
O3,MICRO,NAIVE2,8104,4,4
O3,MICRO,NAIVE2,8104,5,5
O3,MICRO,NAIVE2,8104,6,6
O3,MICRO,NAIVE2,8104,7,7
O3,MICRO,NAIVE2,8104,8,8
O3,MICRO,SINGLE,7330.65,1,1
O3,MICRO,SINGLE,7330.65,2,2
O3,MICRO,SINGLE,7330.65,3,3
O3,MICRO,SINGLE,7330.65,4,4
O3,MICRO,SINGLE,7330.65,5,5
O3,MICRO,SINGLE,7330.65,6,6
O3,MICRO,SINGLE,7330.65,7,7
O3,MICRO,SINGLE,7330.65,8,8
O3,MICRO,HOLT,7750.47,1,1
O3,MICRO,HOLT,7781.5,2,2
O3,MICRO,HOLT,7812.53,3,3
O3,MICRO,HOLT,7843.56,4,4
O3,MICRO,HOLT,7874.59,5,5
O3,MICRO,HOLT,7905.62,6,6
O3,MICRO,HOLT,7936.65,7,7
O3,MICRO,HOLT,7967.68,8,8
O3,MICRO,DAMPEN,7290.35,1,1
O3,MICRO,DAMPEN,7290.35,2,2
O3,MICRO,DAMPEN,7290.35,3,3
O3,MICRO,DAMPEN,7290.35,4,4
O3,MICRO,DAMPEN,7290.35,5,5
O3,MICRO,DAMPEN,7290.35,6,6
O3,MICRO,DAMPEN,7290.35,7,7
O3,MICRO,DAMPEN,7290.35,8,8
O3,MICRO,WINTER,7750.47,1,1
O3,MICRO,WINTER,7781.5,2,2
O3,MICRO,WINTER,7812.53,3,3
O3,MICRO,WINTER,7843.56,4,4
O3,MICRO,WINTER,7874.59,5,5
O3,MICRO,WINTER,7905.62,6,6
O3,MICRO,WINTER,7936.65,7,7
O3,MICRO,WINTER,7967.68,8,8
O3,MICRO,COMB S-H-D,7457.16,1,1
O3,MICRO,COMB S-H-D,7467.5,2,2
O3,MICRO,COMB S-H-D,7477.84,3,3
O3,MICRO,COMB S-H-D,7488.19,4,4
O3,MICRO,COMB S-H-D,7498.53,5,5
O3,MICRO,COMB S-H-D,7508.87,6,6
O3,MICRO,COMB S-H-D,7519.22,7,7
O3,MICRO,COMB S-H-D,7529.56,8,8
O3,MICRO,B-J auto,7185.81,1,1
O3,MICRO,B-J auto,6969.83,2,2
O3,MICRO,B-J auto,6969.83,3,3
O3,MICRO,B-J auto,6969.83,4,4
O3,MICRO,B-J auto,6969.83,5,5
O3,MICRO,B-J auto,6969.83,6,6
O3,MICRO,B-J auto,6969.83,7,7
O3,MICRO,B-J auto,6969.83,8,8
O3,MICRO,AutoBox1,7511.44,1,1
O3,MICRO,AutoBox1,7370.76,2,2
O3,MICRO,AutoBox1,7393.72,3,3
O3,MICRO,AutoBox1,7475.94,4,4
O3,MICRO,AutoBox1,7579.63,5,5
O3,MICRO,AutoBox1,7691.08,6,6
O3,MICRO,AutoBox1,7805.35,7,7
O3,MICRO,AutoBox1,7920.64,8,8
O3,MICRO,AutoBox2,6469.57,1,1
O3,MICRO,AutoBox2,7575.01,2,2
O3,MICRO,AutoBox2,6456.54,3,3
O3,MICRO,AutoBox2,7240.69,4,4
O3,MICRO,AutoBox2,6627.66,5,5
O3,MICRO,AutoBox2,6388.74,6,6
O3,MICRO,AutoBox2,4671.71,7,7
O3,MICRO,AutoBox2,6187.67,8,8
O3,MICRO,AutoBox3,7031.16,1,1
O3,MICRO,AutoBox3,8627.1,2,2
O3,MICRO,AutoBox3,7936.23,3,3
O3,MICRO,AutoBox3,9091.08,4,4
O3,MICRO,AutoBox3,8799.38,5,5
O3,MICRO,AutoBox3,8838.18,6,6
O3,MICRO,AutoBox3,7361.31,7,7
O3,MICRO,AutoBox3,9083.7,8,8
O3,MICRO,ROBUST-Trend,8162.68,1,1
O3,MICRO,ROBUST-Trend,8221.36,2,2
O3,MICRO,ROBUST-Trend,8280.04,3,3
O3,MICRO,ROBUST-Trend,8338.72,4,4
O3,MICRO,ROBUST-Trend,8397.4,5,5
O3,MICRO,ROBUST-Trend,8456.08,6,6
O3,MICRO,ROBUST-Trend,8514.76,7,7
O3,MICRO,ROBUST-Trend,8573.44,8,8
O3,MICRO,ARARMA,6653.31,1,1
O3,MICRO,ARARMA,5747.04,2,2
O3,MICRO,ARARMA,5180.88,3,3
O3,MICRO,ARARMA,4827.19,4,4
O3,MICRO,ARARMA,4606.23,5,5
O3,MICRO,ARARMA,4468.19,6,6
O3,MICRO,ARARMA,4381.96,7,7
O3,MICRO,ARARMA,4328.08,8,8
O3,MICRO,Auto-ANN,7112.14,1,1
O3,MICRO,Auto-ANN,6454.47,2,2
O3,MICRO,Auto-ANN,6329.12,3,3
O3,MICRO,Auto-ANN,6234.2,4,4
O3,MICRO,Auto-ANN,5992.22,5,5
O3,MICRO,Auto-ANN,5731.32,6,6
O3,MICRO,Auto-ANN,5561.1,7,7
O3,MICRO,Auto-ANN,5447.55,8,8
O3,MICRO,Flors-Pearc1,7284.7,1,1
O3,MICRO,Flors-Pearc1,7295.19,2,2
O3,MICRO,Flors-Pearc1,7297.86,3,3
O3,MICRO,Flors-Pearc1,7298.54,4,4
O3,MICRO,Flors-Pearc1,7298.72,5,5
O3,MICRO,Flors-Pearc1,7298.76,6,6
O3,MICRO,Flors-Pearc1,7298.77,7,7
O3,MICRO,Flors-Pearc1,7298.78,8,8
O3,MICRO,Flors-Pearc2,6174.37,1,1
O3,MICRO,Flors-Pearc2,6174.37,2,2
O3,MICRO,Flors-Pearc2,6174.37,3,3
O3,MICRO,Flors-Pearc2,6174.37,4,4
O3,MICRO,Flors-Pearc2,6174.37,5,5
O3,MICRO,Flors-Pearc2,6174.37,6,6
O3,MICRO,Flors-Pearc2,6174.37,7,7
O3,MICRO,Flors-Pearc2,6174.37,8,8
O3,MICRO,PP-Autocast,7346.23,1,1
O3,MICRO,PP-Autocast,7346.31,2,2
O3,MICRO,PP-Autocast,7346.31,3,3
O3,MICRO,PP-Autocast,7346.31,4,4
O3,MICRO,PP-Autocast,7346.31,5,5
O3,MICRO,PP-Autocast,7346.31,6,6
O3,MICRO,PP-Autocast,7346.31,7,7
O3,MICRO,PP-Autocast,7346.31,8,8
O3,MICRO,ForecastPro,7281.56,1,1
O3,MICRO,ForecastPro,7281.56,2,2
O3,MICRO,ForecastPro,7281.56,3,3
O3,MICRO,ForecastPro,7281.56,4,4
O3,MICRO,ForecastPro,7281.56,5,5
O3,MICRO,ForecastPro,7281.56,6,6
O3,MICRO,ForecastPro,7281.56,7,7
O3,MICRO,ForecastPro,7281.56,8,8
O3,MICRO,SMARTFCS,7365.91,1,1
O3,MICRO,SMARTFCS,7365.91,2,2
O3,MICRO,SMARTFCS,7365.91,3,3
O3,MICRO,SMARTFCS,7365.91,4,4
O3,MICRO,SMARTFCS,7365.91,5,5
O3,MICRO,SMARTFCS,7365.91,6,6
O3,MICRO,SMARTFCS,7365.91,7,7
O3,MICRO,SMARTFCS,7365.91,8,8
O3,MICRO,THETAsm,5089.94,1,1
O3,MICRO,THETAsm,5110.1,2,2
O3,MICRO,THETAsm,5127.23,3,3
O3,MICRO,THETAsm,5141.79,4,4
O3,MICRO,THETAsm,5154.17,5,5
O3,MICRO,THETAsm,5164.69,6,6
O3,MICRO,THETAsm,5173.64,7,7
O3,MICRO,THETAsm,5181.24,8,8
O3,MICRO,THETA,7300.25,1,1
O3,MICRO,THETA,7315.79,2,2
O3,MICRO,THETA,7329.8,3,3
O3,MICRO,THETA,7343.67,4,4
O3,MICRO,THETA,7357.49,5,5
O3,MICRO,THETA,7371.24,6,6
O3,MICRO,THETA,7384.93,7,7
O3,MICRO,THETA,7398.56,8,8
O3,MICRO,RBF,7838.33,1,1
O3,MICRO,RBF,7875.63,2,2
O3,MICRO,RBF,7910.79,3,3
O3,MICRO,RBF,7942.28,4,4
O3,MICRO,RBF,7968.78,5,5
O3,MICRO,RBF,7989.16,6,6
O3,MICRO,RBF,8002.44,7,7
O3,MICRO,RBF,8007.79,8,8
O3,MICRO,ForcX,7304.91,1,1
O3,MICRO,ForcX,7315.75,2,2
O3,MICRO,ForcX,7326.6,3,3
O3,MICRO,ForcX,7337.45,4,4
O3,MICRO,ForcX,7348.3,5,5
O3,MICRO,ForcX,7359.15,6,6
O3,MICRO,ForcX,7369.99,7,7
O3,MICRO,ForcX,7380.84,8,8
O4,MICRO,NAIVE2,8960,1,1
O4,MICRO,NAIVE2,8960,2,2
O4,MICRO,NAIVE2,8960,3,3
O4,MICRO,NAIVE2,8960,4,4
O4,MICRO,NAIVE2,8960,5,5
O4,MICRO,NAIVE2,8960,6,6
O4,MICRO,NAIVE2,8960,7,7
O4,MICRO,NAIVE2,8960,8,8
O4,MICRO,SINGLE,9892.26,1,1
O4,MICRO,SINGLE,9892.26,2,2
O4,MICRO,SINGLE,9892.26,3,3
O4,MICRO,SINGLE,9892.26,4,4
O4,MICRO,SINGLE,9892.26,5,5
O4,MICRO,SINGLE,9892.26,6,6
O4,MICRO,SINGLE,9892.26,7,7
O4,MICRO,SINGLE,9892.26,8,8
O4,MICRO,HOLT,10279.33,1,1
O4,MICRO,HOLT,10245.55,2,2
O4,MICRO,HOLT,10211.76,3,3
O4,MICRO,HOLT,10177.98,4,4
O4,MICRO,HOLT,10144.2,5,5
O4,MICRO,HOLT,10110.42,6,6
O4,MICRO,HOLT,10076.63,7,7
O4,MICRO,HOLT,10042.85,8,8
O4,MICRO,DAMPEN,9943.26,1,1
O4,MICRO,DAMPEN,9936.83,2,2
O4,MICRO,DAMPEN,9936.29,3,3
O4,MICRO,DAMPEN,9936.25,4,4
O4,MICRO,DAMPEN,9936.24,5,5
O4,MICRO,DAMPEN,9936.24,6,6
O4,MICRO,DAMPEN,9936.24,7,7
O4,MICRO,DAMPEN,9936.24,8,8
O4,MICRO,WINTER,10279.33,1,1
O4,MICRO,WINTER,10245.55,2,2
O4,MICRO,WINTER,10211.76,3,3
O4,MICRO,WINTER,10177.98,4,4
O4,MICRO,WINTER,10144.2,5,5
O4,MICRO,WINTER,10110.42,6,6
O4,MICRO,WINTER,10076.63,7,7
O4,MICRO,WINTER,10042.85,8,8
O4,MICRO,COMB S-H-D,10038.28,1,1
O4,MICRO,COMB S-H-D,10024.88,2,2
O4,MICRO,COMB S-H-D,10013.44,3,3
O4,MICRO,COMB S-H-D,10002.16,4,4
O4,MICRO,COMB S-H-D,9990.9,5,5
O4,MICRO,COMB S-H-D,9979.64,6,6
O4,MICRO,COMB S-H-D,9968.38,7,7
O4,MICRO,COMB S-H-D,9957.12,8,8
O4,MICRO,B-J auto,9908.21,1,1
O4,MICRO,B-J auto,9908.21,2,2
O4,MICRO,B-J auto,9908.21,3,3
O4,MICRO,B-J auto,9908.21,4,4
O4,MICRO,B-J auto,9908.21,5,5
O4,MICRO,B-J auto,9908.21,6,6
O4,MICRO,B-J auto,9908.21,7,7
O4,MICRO,B-J auto,9908.21,8,8
O4,MICRO,AutoBox1,9698.9,1,1
O4,MICRO,AutoBox1,9742.64,2,2
