"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo90","hi90","lo95","hi95","horizon"
"Y8","ARIMA","1994","1988",16448.4502102313,10012.883405394,22884.0170150685,8188.48963975931,24708.4107807032,6606.10012717213,26290.8002932904,6
"Y9","ARIMA","1989","1988",5132.45,3825.3916127788,6439.5083872212,3454.85872184919,6810.04127815081,3133.47669801201,7131.42330198799,1
"Y9","ARIMA","1990","1988",5132.45,3283.99030197827,6980.90969802173,2759.97766232031,7504.92233767969,2305.47484550686,7959.42515449314,2
"Y9","ARIMA","1991","1988",5132.45,2868.55846487384,7396.34153512616,2226.77667190838,8038.12332809162,1670.12667798308,8594.77332201692,3
"Y9","ARIMA","1992","1988",5132.45,2518.33322555759,7746.56677444241,1777.26744369838,8487.63255630162,1134.50339602402,9130.39660397598,4
"Y9","ARIMA","1993","1988",5132.45,2209.77859561214,8055.12140438786,1381.24186359403,8883.65813640597,662.609811547639,9602.29018845236,5
"Y9","ARIMA","1994","1988",5132.45,1930.82388728294,8334.07611271706,1023.20737158707,9241.69262841293,235.985400682997,10028.914599317,6
"Y10","ARIMA","1989","1988",10119.535384615,9749.1198356408,10489.9509335891,9644.11217450757,10594.9585947223,9553.03368868478,10686.0370805451,1
"Y10","ARIMA","1990","1988",10688.0707692299,10164.2240761568,11211.917462303,10015.7208176291,11360.4207208307,9886.9163877381,11489.2251507217,2
"Y10","ARIMA","1991","1988",11256.6061538449,10615.0276031081,11898.1847045816,10433.1489988414,12080.0633088484,10275.3964339199,12237.8158737699,3
"Y10","ARIMA","1992","1988",11825.1415384598,11084.3104405115,12565.9726364082,10874.295118245,12775.9879586746,10692.1381465995,12958.1449303202,4
"Y10","ARIMA","1993","1988",12393.6769230748,11565.4025756457,13221.9512705039,11330.5983071935,13456.7555389561,11126.940621606,13660.4132245436,5
"Y10","ARIMA","1994","1988",12962.2123076897,12054.8832199101,13869.5413954694,11797.6680310506,14126.7565843289,11574.5722142395,14349.85240114,6
"Y11","ARIMA","1989","1988",5218.43769230769,4845.57260147447,5591.30278314091,4739.87052926109,5697.00485535429,4648.18974538657,5788.68563922882,1
"Y11","ARIMA","1990","1988",5495.47538461538,4968.16451622357,6022.7862530072,4818.67921212847,6172.2715571023,4689.02300416412,6301.92776506665,2
"Y11","ARIMA","1991","1988",5772.51307692308,5126.69179523116,6418.33435861499,4943.61043569227,6601.41571815389,4784.81465994385,6760.21149390231,3
"Y11","ARIMA","1992","1988",6049.55076923077,5303.82058756433,6795.28095089721,5092.41644313757,7006.68509532397,4909.05487538852,7190.04666307302,4
"Y11","ARIMA","1993","1988",6326.58846153846,5492.83677199875,7160.34015107817,5256.47975316704,7396.69716990988,5051.47528819313,7601.70163488379,5
"Y11","ARIMA","1994","1988",6603.62615384615,5690.29693840827,7516.95536928404,5431.38079673066,7775.87151096165,5206.80965701969,8000.44265067262,6
"Y12","ARIMA","1989","1988",5786,5491.47859001136,6080.52140998864,5407.98586271571,6164.01413728429,5335.56837338934,6236.43162661066,1
"Y12","ARIMA","1990","1988",6656.5,5997.93010643632,7315.06989356368,5811.23469257639,7501.76530742361,5649.30426368277,7663.69573631723,2
"Y12","ARIMA","1991","1988",7527,6425.00179075293,8628.99820924707,6112.60061092525,8941.39938907475,5841.63917705563,9212.36082294437,3
"Y12","ARIMA","1992","1988",8397.5,6784.33980080995,10010.6601991901,6327.03129953539,10467.9687004646,5930.38437491599,10864.615625084,4
"Y12","ARIMA","1993","1988",9268,7083.77076482497,11452.229235175,6464.57212697146,12071.4278730285,5927.50965219,12608.49034781,5
"Y12","ARIMA","1994","1988",10138.5,7328.94481355244,12948.0551864476,6532.47495754707,13744.5250424529,5841.65613818093,14435.3438618191,6
"Y13","ARIMA","1989","1988",6316.1346153838,6104.73715195218,6527.53207881543,6044.80890848095,6587.46032228666,5992.83009460704,6639.43913616057,1
"Y13","ARIMA","1990","1988",6664.16923076761,6365.20807093133,6963.13039060388,6280.45673624512,7047.8817252901,6206.94759270857,7121.39086882664,2
"Y13","ARIMA","1991","1988",7012.20384615141,6646.05269889665,7378.35499340617,6542.25393639612,7482.1537559067,6452.22398984934,7572.18370245348,3
"Y13","ARIMA","1992","1988",7360.23846153521,6937.44353467196,7783.03338839847,6817.58704772949,7902.88987534093,6713.62941998168,8006.84750308875,4
"Y13","ARIMA","1993","1988",7708.27307691901,7235.57397841487,8180.97217542316,7101.57035224104,8314.97580159699,6985.34219102917,8431.20396280886,5
"Y13","ARIMA","1994","1988",8056.30769230282,7538.49177397666,8574.12361062897,7391.69815629087,8720.91722831476,7264.3765848647,8848.23879974094,6
"Y14","ARIMA","1989","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,1
"Y14","ARIMA","1990","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,2
"Y14","ARIMA","1991","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,3
"Y14","ARIMA","1992","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,4
"Y14","ARIMA","1993","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,5
"Y14","ARIMA","1994","1988",2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1384.58341054255,4179.96230374317,6
"Y15","ARIMA","1989","1988",5577.17923076887,5391.96912391668,5762.38933762107,5339.46463215697,5814.89382938078,5293.92481575917,5860.43364577858,1
"Y15","ARIMA","1990","1988",5863.85846153775,5601.93181653881,6125.78510653669,5527.67925220671,6200.03767086879,5463.27622622897,6264.44069684653,2
"Y15","ARIMA","1991","1988",6150.53769230662,5829.74437716337,6471.33100744988,5738.80392980996,6562.27145480329,5659.92665404161,6641.14873057164,3
"Y15","ARIMA","1992","1988",6437.2169230755,6066.79670937112,6807.63713677988,5961.78772585168,6912.64612029931,5870.70809305609,7003.72575309491,4
"Y15","ARIMA","1993","1988",6723.89615384437,6309.75376480287,7138.03854288587,6192.35015210407,7255.44215558468,6090.52002695573,7357.27228073301,5
"Y15","ARIMA","1994","1988",7010.57538461325,6556.90512761903,7464.24564160747,6428.29591360356,7592.85485562294,6316.74660044892,7704.40416877757,6
"Y16","ARIMA","1989","1988",6085.64307692308,5644.2579825522,6527.02817129396,5519.13144143556,6652.1547124106,5410.60282763579,6760.68332621037,1
"Y16","ARIMA","1990","1988",6295.39615384615,5671.18336715752,6919.60894053478,5494.22771569754,7096.56459199477,5340.74507815636,7250.04722953595,2
"Y16","ARIMA","1991","1988",6505.14923076923,5740.64782161528,7269.65063992318,5523.92229502591,7486.37616651255,5335.94522184969,7674.35323968877,3
"Y16","ARIMA","1992","1988",6714.90230769231,5832.13211895054,7597.67249643407,5581.87903671727,7847.92557866735,5364.82180911773,8064.98280626688,4
"Y16","ARIMA","1993","1988",6924.65538461539,5937.68830934693,7911.62245988384,5657.89685762071,8191.41391161006,5415.2194996606,8434.09126957017,5
"Y16","ARIMA","1994","1988",7134.40846153846,6053.2402002596,8215.57672281732,5746.74402124446,8522.07290183247,5480.90429494345,8787.91262813348,6
"Y17","ARIMA","1989","1988",5899.28750585653,5531.16978379196,6267.4052279211,5426.81352465882,6371.76148705424,5336.30003292494,6462.27497878812,1
"Y17","ARIMA","1990","1988",5899.28750585653,5115.54863003722,6683.02638167584,4893.36954895681,6905.20546275625,4700.6623305699,7097.91268114317,2
"Y17","ARIMA","1991","1988",5899.28750585653,4853.82942747987,6944.7455842332,4557.45658911709,7241.11842259597,4300.39735109794,7498.17766061512,3
"Y17","ARIMA","1992","1988",5899.28750585653,4645.60550398543,7152.96950772764,4290.20407662662,7508.37093508644,3981.94634082174,7816.62867089132,4
"Y17","ARIMA","1993","1988",5899.28750585653,4467.34667956934,7331.22833214373,4061.41135243194,7737.16365928113,3709.32299489066,8089.2520168224,5
"Y17","ARIMA","1994","1988",5899.28750585653,4308.94461887883,7489.63039283423,3858.10450856519,7940.47050314788,3467.0679484475,8331.50706326557,6
"Y18","ARIMA","1989","1988",9477.33692307692,8439.44726437013,10515.2265817837,8145.219967819,10809.4538783348,7890.02166734827,11064.6521788056,1
"Y18","ARIMA","1990","1988",9909.29384615385,8441.49621456391,11377.0914777438,8025.39598136094,11793.1917109468,7664.49108374067,12154.096608567,2
"Y18","ARIMA","1991","1988",10341.2507692308,8543.57314770028,12138.9283907613,8033.95652110009,12648.5450173614,7591.94009867955,13090.561439782,3
"Y18","ARIMA","1992","1988",10773.2076923077,8697.4283748941,12848.9870097213,8108.97378179185,13437.4416028235,7598.57718085038,13947.838203765,4
"Y18","ARIMA","1993","1988",11205.1646153846,8884.37278537217,13525.9564453971,8226.46054944786,14183.8686813214,7655.81980185288,14754.5094289163,5
"Y18","ARIMA","1994","1988",11637.1215384615,9094.82146531851,14179.4216116046,8374.1147203697,14900.1283565534,7749.00910099094,15525.2339759321,6
"Y19","ARIMA","1989","1988",5912.63769230725,5666.97241609898,6158.30296851552,5597.32972386394,6227.94566075055,5536.92507444183,6288.35031017267,1
"Y19","ARIMA","1990","1988",6211.94538461449,5864.52221919663,6559.36855003236,5766.03257931766,6657.85818991132,5680.60750487452,6743.28326435447,2
"Y19","ARIMA","1991","1988",6511.25307692174,6085.74833687358,6936.7578169699,5965.12365554661,7057.38249829687,5860.49973373412,7162.00642010936,3
"Y19","ARIMA","1992","1988",6810.56076922899,6319.23021681245,7301.89132164552,6179.94483234238,7441.1767061156,6059.13553349814,7561.98600495983,4
"Y19","ARIMA","1993","1988",7109.86846153623,6560.54420422328,7659.19271884918,6404.81841024964,7814.91851282282,6269.74950798475,7949.98741508772,5
"Y19","ARIMA","1994","1988",7409.17615384348,6807.42157961333,8010.93072807363,6636.8325193238,8181.51978836316,6488.87195014792,8329.48035753905,6
"Y20","ARIMA","1989","1988",10534.7961538433,9537.26708842784,11532.3252192587,9254.48145925599,11815.1108484306,9009.20709889541,12060.3852087912,1
"Y20","ARIMA","1990","1988",11167.5923076866,9756.87317451469,12578.3114408584,9356.95390249565,12978.2307128775,9010.08357557132,13325.1010398018,2
"Y20","ARIMA","1991","1988",11800.3884615298,10072.6174382036,13528.1594848561,9582.81836082763,14017.958562232,9157.99070688913,14442.7862161705,3
"Y20","ARIMA","1992","1988",12433.1846153731,10438.1264845422,14428.242746204,9872.55522619854,14993.8140045477,9382.00650547737,15484.3627252689,4
"Y20","ARIMA","1993","1988",13065.9807692164,10835.4379694156,15296.5235690171,10203.1100795273,15928.8514589054,9654.65993662328,16477.3016018095,5
"Y20","ARIMA","1994","1988",13698.7769230597,11255.3397091965,16142.2141369229,10562.6592111335,16834.8946349858,9961.86218126257,17435.6916648568,6
"Y21","ARIMA","1989","1988",9590.43923077067,8841.88249337417,10338.9959681672,8629.67705967351,10551.2014018678,8445.62049297881,10735.2579685625,1
"Y21","ARIMA","1990","1988",10136.9784615413,9078.35937130945,11195.5975517732,8778.25556896072,11495.701354122,8517.96027609725,11755.9966469854,2
"Y21","ARIMA","1991","1988",10683.517692312,9386.97939079328,11980.0559938307,9019.42879798155,12347.6065866425,8700.63347299965,12666.4019116244,3
"Y21","ARIMA","1992","1988",11230.0569230827,9732.94344828968,12727.1703978757,9308.53258088836,13151.581265277,8940.41944749897,13519.6943986664,4
"Y21","ARIMA","1993","1988",11776.5961538533,10102.7724040193,13450.4199036874,9628.26662906982,13924.9256786369,9216.70363423525,14336.4886734714,5
"Y21","ARIMA","1994","1988",12323.135384624,10489.5533344801,14156.717434768,9969.75830126743,14676.5124679806,9518.91362905689,15127.3571401912,6
"Y22","ARIMA","1989","1988",5293.6969230764,4743.70266772733,5843.69117842546,4587.78693862022,5999.60690753257,4452.55329595281,6134.84055019998,1
"Y22","ARIMA","1990","1988",5585.34384615279,4807.53451101085,6363.15318129473,4587.03637232028,6583.6513199853,4395.78712077092,6774.90057153466,2
"Y22","ARIMA","1991","1988",5876.99076922918,4924.3727750936,6829.60876336477,4654.31881058093,7099.66272787744,4420.08727058837,7333.89426787,3
"Y22","ARIMA","1992","1988",6168.63769230558,5068.64918160745,7268.62620300371,4756.81772339322,7580.45766121794,4486.35043805842,7850.92494655274,4
"Y22","ARIMA","1993","1988",6460.28461538197,5230.46007318709,7690.10915757686,4881.82190414214,8038.74732662181,4579.43028629291,8341.13894447104,5
"Y22","ARIMA","1994","1988",6751.93153845837,5404.72625139116,8099.13682552557,5022.81227220473,8481.05080471201,4691.55885161172,8812.30422530502,6
"Y23","ARIMA","1989","1988",3358.2,1965.1868097774,4751.2131902226,1570.28692655673,5146.11307344327,1227.77017085357,5488.62982914643,1
"Y23","ARIMA","1990","1988",3358.2,1388.18185382259,5328.21814617741,829.70908319237,5886.69091680763,345.317241936916,6371.08275806308,2
"Y23","ARIMA","1991","1988",3358.2,945.430378920856,5770.96962107914,261.443717279638,6454.95628272036,-331.812706041907,7048.21270604191,3
"Y23","ARIMA","1992","1988",3358.2,572.173619554809,6144.22638044519,-217.626146886531,6934.02614688653,-902.659658292869,7619.05965829287,4
"Y23","ARIMA","1993","1988",3358.2,243.327813108432,6473.07218689157,-639.695170079716,7356.09517007972,-1405.58591926469,8121.98591926469,5
"Y23","ARIMA","1994","1988",3358.2,-53.9715210119198,6770.37152101192,-1021.27473438723,7737.67473438723,-1860.26601421351,8576.66601421351,6
"Y24","ARIMA","1989","1988",6418.40769230762,6033.37573666144,6803.43964795379,5924.2245273347,6912.59085728053,5829.55213139788,7007.26325321736,1
"Y24","ARIMA","1990","1988",6787.40538461524,6242.88797099338,7331.92279823709,6088.52485041408,7486.28591881639,5954.63786409786,7620.17290513261,2
"Y24","ARIMA","1991","1988",7156.40307692285,6489.50816720608,7823.29798663963,6300.45272694457,8012.35342690114,6136.47532710771,8176.330826738,3
"Y24","ARIMA","1992","1988",7525.40076923047,6755.33685793813,8295.46468052282,6537.03443928464,8513.76709917631,6347.68964741099,8703.11189104996,4
"Y24","ARIMA","1993","1988",7894.39846153809,7033.44083520356,8755.35608787262,6789.37131132266,8999.42561175352,6577.67739841514,9211.11952466104,5
"Y24","ARIMA","1994","1988",8263.39615384571,7320.26432784666,9206.52797984476,7052.89956018842,9473.892747503,6821.00049741646,9705.79181027496,6
"Y25","ARIMA","1989","1988",5130.33384615367,4945.46921309482,5315.19847921252,4893.06265835508,5367.60503395225,4847.60778771638,5413.05990459095,1
"Y25","ARIMA","1990","1988",5396.92769230734,5135.48962103239,5658.36576358229,5061.37556056221,5732.47982405247,4997.09266602904,5796.76271858564,2
"Y25","ARIMA","1991","1988",5663.521538461,5343.3266014805,5983.71647544151,5252.55578602164,6074.48729090037,5173.82564062394,6153.21743629807,3
"Y25","ARIMA","1992","1988",5930.11538461467,5560.38611849697,6299.84465073237,5455.57300901751,6404.65776021184,5364.6632677401,6495.56750148925,4
"Y25","ARIMA","1993","1988",6196.70923076834,5783.3393446132,6610.07911692349,5666.15472574859,6727.26373578809,5564.51454509199,6828.90391644469,5
"Y25","ARIMA","1994","1988",6463.30307692201,6010.47905444098,6916.12709940304,5882.1097361514,7044.49641769262,5770.76849676236,7155.83765708166,6
"Y26","ARIMA","1989","1988",9008.04230769102,8338.93866589628,9677.14594948576,8149.25708078146,9866.82753460058,7984.73659366383,10031.3480217182,1
"Y26","ARIMA","1990","1988",9487.08461538204,8540.82917052269,10433.3400602414,8272.57890032089,10701.5903304432,8039.9117961509,10934.2574346132,2
"Y26","ARIMA","1991","1988",9966.12692307306,8807.2054199552,11125.0484261909,8478.66727727614,11453.58656887,8193.70943470242,11738.5444114437,3
"Y26","ARIMA","1992","1988",10445.1692307641,9106.9619471746,11783.3765143536,8727.59877694497,12162.7396845832,8398.5578027097,12491.7806588185,4
"Y26","ARIMA","1993","1988",10924.2115384551,9428.0503114094,12420.3727655008,9003.90939301275,12844.5136838975,8636.03040012635,13212.3926767839,5
"Y26","ARIMA","1994","1988",11403.2538461461,9764.29133871104,13042.2163535812,9299.66824157744,13506.8394507148,8896.67699590511,13909.8306963872,6
"Y27","ARIMA","1989","1988",3424.14923076847,3025.80775015425,3822.49071138268,2912.88347543769,3935.41498609925,2814.93850796744,4033.35995356949,1
"Y27","ARIMA","1990","1988",3642.85846153693,3079.51853719653,4206.19838587733,2919.81949637122,4365.89742670264,2781.3043950086,4504.41252806526,2
"Y27","ARIMA","1991","1988",3861.5676923054,3171.62000911937,4551.51537549142,2976.02942790241,4747.10595670838,2806.38376789826,4916.75161671253,3
"Y27","ARIMA","1992","1988",4080.27692307386,3283.59396184544,4876.95988430228,3057.7454124123,5102.80843373542,2861.85547747181,5298.69836867591,4
"Y27","ARIMA","1993","1988",4298.98615384233,3408.26752493104,5189.70478275362,3155.76117035493,5442.21113732972,2936.74956503745,5661.2227426472,5
"Y27","ARIMA","1994","1988",4517.69538461079,3541.96201372122,5493.42875550036,3265.35516109175,5770.03560812983,3025.43996791615,6009.95080130543,6
"Y28","ARIMA","1989","1988",11849.1710062986,11115.8731849164,12582.4688276807,10907.99344188,12790.3485707171,10727.6887667291,12970.653245868,1
"Y28","ARIMA","1990","1988",14490.4030125824,13576.312568463,15404.4934567017,13317.1806290317,15663.6253961331,13092.4223169521,15888.3837082127,2
"Y28","ARIMA","1991","1988",15282.8626106001,13658.2349043714,16907.4903168287,13197.6755241948,17368.0496970053,12798.2089469444,17767.5162742558,3
"Y28","ARIMA","1992","1988",17588.3222637683,15485.9359808487,19690.7085466879,14889.9386827348,20286.7058448017,14372.9999100694,20803.6446174672,4
"Y28","ARIMA","1993","1988",18655.571547369,15763.9267303708,21547.2163643671,14944.1856047568,22366.9574899811,14233.1824295422,23077.9606651957,5
"Y28","ARIMA","1994","1988",20736.1485662102,17164.4874213835,24307.809711037,16151.9711157981,25320.3260166224,15273.7642212879,26198.5329111326,6
"Y29","ARIMA","1989","1988",3823,2399.55929971641,5246.44070028359,1996.03364019002,5649.96635980998,1646.03530993798,5999.96469006202,1
"Y29","ARIMA","1990","1988",3823,1809.9508564251,5836.0491435749,1239.27939595732,6406.72060404268,744.307010506945,6901.69298949305,2
"Y29","ARIMA","1991","1988",3823,1357.52838554741,6288.47161445259,658.601441089952,6987.39855891005,52.3865505291415,7593.61344947086,3
"Y29","ARIMA","1992","1988",3823,976.118599432826,6669.88140056717,169.06728038004,7476.93271961996,-530.929380124047,8176.92938012405,4
"Y29","ARIMA","1993","1988",3823,640.089832225996,7005.910167774,-262.220973140455,7908.22097314045,-1044.84103159545,8690.84103159545,5
"Y29","ARIMA","1994","1988",3823,336.29660519525,7309.70339480475,-652.135358764467,8298.13535876447,-1509.45267870809,9155.45267870809,6
"Y30","ARIMA","1989","1988",5749.90615384589,5474.05760062071,6025.75470707107,5395.85836875428,6103.9539389375,5328.03219727273,6171.78011041905,1
"Y30","ARIMA","1990","1988",5999.28230769178,5609.17354255974,6389.39107282382,5498.58312828707,6499.98148709648,5402.66243669402,6595.90217868954,2
"Y30","ARIMA","1991","1988",6248.65846153767,5770.87475215729,6726.44217091804,5635.42970945177,6861.88721362356,5517.95133436285,6979.36558871248,3
"Y30","ARIMA","1992","1988",6498.03461538355,5946.3375089332,7049.73172183391,5789.93904520034,7206.13018556677,5654.28670223724,7341.78252852987,4
"Y30","ARIMA","1993","1988",6747.41076922944,6130.59465272298,7364.22688573591,5955.73585448137,7539.08568397752,5804.07192439507,7690.74961406382,5
"Y30","ARIMA","1994","1988",6996.78692307533,6321.09872138868,7672.47512476198,6129.55050503833,7864.02334111233,5963.41099370202,8030.16285244864,6
"Y31","ARIMA","1989","1988",7181.12153845458,6664.1664643274,7698.07661258176,6517.61688401041,7844.62619289876,6390.5069786074,7971.73609830176,1
"Y31","ARIMA","1990","1988",7563.85307690917,6832.76819994092,8294.93795387742,6625.51579589654,8502.19035792179,6445.75524376365,8681.95091005468,2
"Y31","ARIMA","1991","1988",7946.58461536375,7051.19216174493,8841.97706898256,6797.36084280801,9095.80838791949,6577.20002850473,9315.96920222277,3
"Y31","ARIMA","1992","1988",8329.31615381833,7295.40600556397,9363.22630207269,7002.30684492998,9656.32546270668,6748.08703412397,9910.54527351269,4
"Y31","ARIMA","1993","1988",8712.04769227291,7556.10100521109,9867.99437933474,7228.40618154823,10195.6892029976,6944.17979245354,10479.9155920923,5
"Y31","ARIMA","1994","1988",9094.7792307275,7828.50307917325,10361.0553822817,7469.53138537759,10720.0270760774,7158.17697588679,11031.3814855682,6
"Y32","ARIMA","1989","1988",5991.2,5676.67689678399,6305.72310321602,5587.51396738605,6394.88603261395,5510.17842335576,6472.22157664425,1
"Y32","ARIMA","1990","1988",6621.8,5918.50496071481,7325.09503928519,5719.13058950801,7524.46941049199,5546.20305597935,7697.39694402066,2
