"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo95","hi95","horizon"
"Q17","ARIMA","1994-Q1","1992-Q4",6748.90343189387,6363.25931813659,7134.54754565115,6159.11165594381,7338.69520784393,5
"Q17","ARIMA","1994-Q2","1992-Q4",6858.81517304947,6419.44475623531,7298.18558986362,6186.85610719468,7530.77423890426,6
"Q17","ARIMA","1994-Q3","1992-Q4",6980.08407426019,6492.87637330786,7467.29177521251,6234.96419572348,7725.20395279689,7
"Q17","ARIMA","1994-Q4","1992-Q4",7089.98294507089,6559.23222715988,7620.73366298191,6278.26976876003,7901.69612138176,8
"Q18","ARIMA","1993-Q1","1992-Q4",3816.8,3499.920537422,4133.679462578,3332.17468269615,4301.42531730385,1
"Q18","ARIMA","1993-Q2","1992-Q4",3816.8,3368.66476638469,4264.93523361531,3131.43630359953,4502.16369640047,2
"Q18","ARIMA","1993-Q3","1992-Q4",3816.8,3267.94867093978,4365.65132906022,2977.40432779555,4656.19567220445,3
"Q18","ARIMA","1993-Q4","1992-Q4",3816.8,3183.04107484399,4450.55892515601,2847.5493653923,4786.0506346077,4
"Q18","ARIMA","1994-Q1","1992-Q4",3816.8,3108.23598100198,4525.36401899802,2733.14484689119,4900.45515310881,5
"Q18","ARIMA","1994-Q2","1992-Q4",3816.8,3040.60700671653,4592.99299328347,2629.71525617118,5003.88474382882,6
"Q18","ARIMA","1994-Q3","1992-Q4",3816.8,2978.4157464348,4655.1842535652,2534.60193136825,5098.99806863175,7
"Q18","ARIMA","1994-Q4","1992-Q4",3816.8,2920.52953276938,4713.07046723062,2446.07260719907,5187.52739280093,8
"Q19","ARIMA","1993-Q1","1992-Q4",6876.83207811775,6042.48349847828,7711.18065775722,5600.80604014043,8152.85811609507,1
"Q19","ARIMA","1993-Q2","1992-Q4",7532.34915921031,6680.0522928674,8384.64602555322,6228.87358547593,8835.82473294469,2
"Q19","ARIMA","1993-Q3","1992-Q4",7381.83912803702,6529.54226169411,8234.13599437993,6078.36355430264,8685.3147017714,3
"Q19","ARIMA","1993-Q4","1992-Q4",7813.31835410552,6961.11815868184,8665.5185495292,6509.99062578378,9116.64608242726,4
"Q19","ARIMA","1994-Q1","1992-Q4",7509.69069316184,6650.69841107631,8368.68297524737,6195.97536468807,8823.40602163561,5
"Q19","ARIMA","1994-Q2","1992-Q4",8082.26081898399,7222.87851884904,8941.64311911895,6767.94900937692,9396.57262859106,6
"Q19","ARIMA","1994-Q3","1992-Q4",7931.7507878107,7072.36848767575,8791.13308794566,6617.43897820363,9246.06259741777,7
"Q19","ARIMA","1994-Q4","1992-Q4",8363.2300138792,7503.94358754194,9222.51644021647,7049.06483059259,9677.39519716582,8
"Q20","ARIMA","1993-Q1","1992-Q4",5943.49351351337,5700.33745651324,6186.64957051351,5571.6184152683,6315.36861175845,1
"Q20","ARIMA","1993-Q2","1992-Q4",6063.20702702675,5719.332433444,6407.0816206095,5537.29621957974,6589.11783447376,2
"Q20","ARIMA","1993-Q3","1992-Q4",6182.92054054012,5761.76189564778,6604.07918543247,5538.81397630999,6827.02710477026,3
"Q20","ARIMA","1993-Q4","1992-Q4",6302.6340540535,5816.32194005324,6788.94616805376,5558.88385756335,7046.38425054365,4
"Q20","ARIMA","1994-Q1","1992-Q4",6422.34756756687,5878.63409497377,6966.06104015998,5590.80956875148,7253.88556638227,5
"Q20","ARIMA","1994-Q2","1992-Q4",6542.06108108025,5946.45281356283,7137.66934859767,5631.15684233246,7452.96531982804,6
"Q20","ARIMA","1994-Q3","1992-Q4",6661.77459459362,6018.44413799223,7305.10505119502,5677.88556585945,7645.6636233278,7
"Q20","ARIMA","1994-Q4","1992-Q4",6781.488108107,6093.7389209415,7469.2372952725,5729.66649321298,7833.30972300102,8
"Q21","ARIMA","1993-Q1","1992-Q4",3438.12284466225,2992.79297862744,3883.45271069705,2757.04958773298,4119.19610159152,1
"Q21","ARIMA","1993-Q2","1992-Q4",3105.225323473,2584.47332553799,3625.97732140801,2308.80386976726,3901.64677717874,2
"Q21","ARIMA","1993-Q3","1992-Q4",2616.00338809678,1994.62305579904,3237.38372039452,1665.68417757983,3566.32259861373,3
"Q21","ARIMA","1993-Q4","1992-Q4",3008.48465683534,2313.26043720744,3703.70887646324,1945.23096632028,4071.7383473504,4
"Q21","ARIMA","1994-Q1","1992-Q4",2630.41795006695,1594.5926782668,3666.24322186709,1046.25990166102,4214.57599847287,5
"Q21","ARIMA","1994-Q2","1992-Q4",2297.59508518088,1106.39630402293,3488.79386633884,475.813759896901,4119.37641046487,6
"Q21","ARIMA","1994-Q3","1992-Q4",1808.34374583981,447.018086712648,3169.66940496697,-273.624186512288,3890.3116781919,7
"Q21","ARIMA","1994-Q4","1992-Q4",2200.8365955583,700.331768126264,3701.34142299034,-93.9875063072504,4495.66069742385,8
"Q22","ARIMA","1993-Q1","1992-Q4",4837.84734089736,4106.34498553026,5569.34969626445,3719.11102963823,5956.58365215648,1
"Q22","ARIMA","1993-Q2","1992-Q4",4868.36885668284,4019.48793580453,5717.24977756115,3570.11752071131,6166.62019265436,2
"Q22","ARIMA","1993-Q3","1992-Q4",4861.34619414736,3975.39602394268,5747.29636435205,3506.40233360874,6216.29005468599,3
"Q22","ARIMA","1993-Q4","1992-Q4",5263.99805114137,4365.55392622381,6162.44217605892,3889.94633578047,6638.04976650226,4
"Q22","ARIMA","1994-Q1","1992-Q4",4869.75036385475,3891.32753808627,5848.17318962322,3373.38178086824,6366.11894684125,5
"Q22","ARIMA","1994-Q2","1992-Q4",4855.42150933539,3850.75735408735,5860.08566458343,3318.92027615424,6391.92274251654,6
"Q22","ARIMA","1994-Q3","1992-Q4",4908.00591279156,3894.40317271338,5921.60865286974,3357.83429379773,6458.17753178538,7
"Q22","ARIMA","1994-Q4","1992-Q4",5198.91692410191,4182.23376405839,6215.60008414543,3644.03420931479,6753.79963888903,8
"Q23","ARIMA","1993-Q1","1992-Q4",4168.72023982887,3309.42451246133,5028.01596719641,2854.54083184397,5482.89964781377,1
"Q23","ARIMA","1993-Q2","1992-Q4",4723.81652374801,3731.80379862883,5715.82924886719,3206.66398325481,6240.96906424121,2
"Q23","ARIMA","1993-Q3","1992-Q4",4542.0720240283,3509.59003652217,5574.55401153443,2963.0270877144,6121.1169603422,3
"Q23","ARIMA","1993-Q4","1992-Q4",4607.94251355216,3562.70082103152,5653.18420607281,3009.38329240246,6206.50173470186,4
"Q23","ARIMA","1994-Q1","1992-Q4",4268.4040073305,3130.68844633673,5406.11956832426,2528.41820874817,6008.38980591283,5
"Q23","ARIMA","1994-Q2","1992-Q4",4111.2189135217,2944.04573699644,5278.39209004696,2326.18157970316,5896.25624734025,6
"Q23","ARIMA","1994-Q3","1992-Q4",3949.86770752324,2773.19105863646,5126.54435641003,2150.29606696477,5749.43934808172,7
"Q23","ARIMA","1994-Q4","1992-Q4",4186.85019124023,3007.57965718457,5366.12072529589,2383.31154564839,5990.38883683206,8
"Q24","ARIMA","1993-Q1","1992-Q4",4962.94475860324,4644.7968003854,5281.09271682108,4476.37944463014,5449.51007257633,1
"Q24","ARIMA","1993-Q2","1992-Q4",4890.2052450052,4459.68906605427,5320.72142395613,4231.78756740902,5548.62292260138,2
"Q24","ARIMA","1993-Q3","1992-Q4",4813.69125242747,4308.44064723123,5318.94185762371,4040.97713309285,5586.40537176209,3
"Q24","ARIMA","1993-Q4","1992-Q4",5142.62078123466,4582.78859700376,5702.45296546556,4286.4313402638,5998.81022220552,4
"Q24","ARIMA","1994-Q1","1992-Q4",5004.40482137095,4350.62891309651,5658.1807296454,4004.5408528592,6004.26878988271,5
"Q24","ARIMA","1994-Q2","1992-Q4",4928.00835192417,4205.38782147898,5650.62888236936,3822.85561968906,6033.16108415928,6
"Q24","ARIMA","1994-Q3","1992-Q4",4848.15996273149,4072.9483165796,5623.37160888339,3662.57605982544,6033.74386563754,7
"Q24","ARIMA","1994-Q4","1992-Q4",5174.04920304584,4357.69436871921,5990.40403737248,3925.54222376918,6422.55618232251,8
"Q25","ARIMA","1993-Q1","1992-Q4",5033.74428919893,4893.05184632294,5174.43673207491,4818.57376594596,5248.9148124519,1
"Q25","ARIMA","1993-Q2","1992-Q4",5177.60462151189,4935.25862552377,5419.95061750001,4806.96840467551,5548.24083834827,2
"Q25","ARIMA","1993-Q3","1992-Q4",5273.08215538187,4960.56207606425,5585.60223469948,4795.12393943771,5751.04037132602,3
"Q25","ARIMA","1993-Q4","1992-Q4",5227.97857811159,4858.37606452956,5597.58109169361,4662.72031251195,5793.23684371123,4
"Q25","ARIMA","1994-Q1","1992-Q4",5117.70479969909,4674.00539528742,5561.40420411076,4439.12511863944,5796.28448075874,5
"Q25","ARIMA","1994-Q2","1992-Q4",5261.56513201205,4744.84511298516,5778.28515103894,4471.31005791896,6051.82020610514,6
"Q25","ARIMA","1994-Q3","1992-Q4",5357.04266588203,4776.41370131908,5937.67163044497,4469.04729408397,6245.03803768008,7
"Q25","ARIMA","1994-Q4","1992-Q4",5311.93908861175,4673.76951028582,5950.10866693768,4335.94294208416,6287.93523513934,8
"Q26","ARIMA","1993-Q1","1992-Q4",3308,3199.754953122,3416.245046878,3142.45348662535,3473.54651337465,1
"Q26","ARIMA","1993-Q2","1992-Q4",3495,3341.91838664542,3648.08161335458,3260.88187558199,3729.11812441801,2
"Q26","ARIMA","1993-Q3","1992-Q4",3785,3597.51407913962,3972.48592086038,3498.26502781922,4071.73497218078,3
"Q26","ARIMA","1993-Q4","1992-Q4",4934,4717.50990624399,5150.49009375601,4602.90697325069,5265.09302674931,4
"Q26","ARIMA","1994-Q1","1992-Q4",3828,3521.83677329083,4134.16322670917,3359.76375116397,4296.23624883603,5
"Q26","ARIMA","1994-Q2","1992-Q4",4015,3640.02815827924,4389.97184172076,3441.53005563844,4588.46994436156,6
"Q26","ARIMA","1994-Q3","1992-Q4",4305,3872.01981248798,4737.98018751202,3642.81394650138,4967.18605349862,7
"Q26","ARIMA","1994-Q4","1992-Q4",5454,4969.91343390626,5938.08656609374,4713.65348531239,6194.34651468761,8
"Q27","ARIMA","1992-Q4","1992-Q3",6269.93124215346,5872.60832101398,6667.25416329294,5662.2782716429,6877.58421266402,1
