series_id,category,method,forecast,horizon,timestamp
Y2,MICRO,ARARMA,4287.75,1,1989
Y2,MICRO,ARARMA,4346.3,2,1990
Y2,MICRO,ARARMA,4405.64,3,1991
Y2,MICRO,ARARMA,4465.79,4,1992
Y2,MICRO,ARARMA,4526.76,5,1993
Y2,MICRO,ARARMA,4588.57,6,1994
Y2,MICRO,Auto-ANN,4391.67,1,1989
Y2,MICRO,Auto-ANN,4513.11,2,1990
Y2,MICRO,Auto-ANN,4604.32,3,1991
Y2,MICRO,Auto-ANN,4672.83,4,1992
Y2,MICRO,Auto-ANN,4724.29,5,1993
Y2,MICRO,Auto-ANN,4762.95,6,1994
Y2,MICRO,Flors-Pearc1,4287.5,1,1989
Y2,MICRO,Flors-Pearc1,4287.5,2,1990
Y2,MICRO,Flors-Pearc1,4287.5,3,1991
Y2,MICRO,Flors-Pearc1,4287.5,4,1992
Y2,MICRO,Flors-Pearc1,4287.5,5,1993
Y2,MICRO,Flors-Pearc1,4287.5,6,1994
Y2,MICRO,Flors-Pearc2,4287.5,1,1989
Y2,MICRO,Flors-Pearc2,4300,2,1990
Y2,MICRO,Flors-Pearc2,4350,3,1991
Y2,MICRO,Flors-Pearc2,4400,4,1992
Y2,MICRO,Flors-Pearc2,4450,5,1993
Y2,MICRO,Flors-Pearc2,4500,6,1994
Y2,MICRO,PP-Autocast,4275.3,1,1989
Y2,MICRO,PP-Autocast,4291.22,2,1990
Y2,MICRO,PP-Autocast,4296.71,3,1991
Y2,MICRO,PP-Autocast,4298.6,4,1992
Y2,MICRO,PP-Autocast,4299.26,5,1993
Y2,MICRO,PP-Autocast,4299.48,6,1994
Y2,MICRO,ForecastPro,4227.07,1,1989
Y2,MICRO,ForecastPro,4224.36,2,1990
Y2,MICRO,ForecastPro,4221.85,3,1991
Y2,MICRO,ForecastPro,4219.52,4,1992
Y2,MICRO,ForecastPro,4217.38,5,1993
Y2,MICRO,ForecastPro,4215.38,6,1994
Y2,MICRO,SMARTFCS,4729.55,1,1989
Y2,MICRO,SMARTFCS,4831.82,2,1990
Y2,MICRO,SMARTFCS,5085.45,3,1991
Y2,MICRO,SMARTFCS,5303.64,4,1992
Y2,MICRO,SMARTFCS,5434.55,5,1993
Y2,MICRO,SMARTFCS,5630.91,6,1994
Y2,MICRO,THETAsm,4069.88,1,1989
Y2,MICRO,THETAsm,4012.02,2,1990
Y2,MICRO,THETAsm,3789.97,3,1991
Y2,MICRO,THETAsm,3697.38,4,1992
Y2,MICRO,THETAsm,3581.05,5,1993
Y2,MICRO,THETAsm,3416.95,6,1994
Y2,MICRO,THETA,4464.65,1,1989
Y2,MICRO,THETA,4566.21,2,1990
Y2,MICRO,THETA,4783.2,3,1991
Y2,MICRO,THETA,4875.52,4,1992
Y2,MICRO,THETA,5080.19,5,1993
Y2,MICRO,THETA,5169.65,6,1994
Y2,MICRO,RBF,4252.63,1,1989
Y2,MICRO,RBF,4227.97,2,1990
Y2,MICRO,RBF,4204.99,3,1991
Y2,MICRO,RBF,4185.64,4,1992
Y2,MICRO,RBF,4170.54,5,1993
Y2,MICRO,RBF,4159.82,6,1994
Y2,MICRO,ForcX,4312.68,1,1989
Y2,MICRO,ForcX,4395.37,2,1990
Y2,MICRO,ForcX,4478.05,3,1991
Y2,MICRO,ForcX,4560.73,4,1992
Y2,MICRO,ForcX,4643.41,5,1993
Y2,MICRO,ForcX,4726.1,6,1994
Y3,MICRO,NAIVE2,3525.2,1,1989
Y3,MICRO,NAIVE2,3525.2,2,1990
Y3,MICRO,NAIVE2,3525.2,3,1991
Y3,MICRO,NAIVE2,3525.2,4,1992
Y3,MICRO,NAIVE2,3525.2,5,1993
Y3,MICRO,NAIVE2,3525.2,6,1994
Y3,MICRO,SINGLE,3525.2,1,1989
Y3,MICRO,SINGLE,3525.2,2,1990
Y3,MICRO,SINGLE,3525.2,3,1991
Y3,MICRO,SINGLE,3525.2,4,1992
Y3,MICRO,SINGLE,3525.2,5,1993
Y3,MICRO,SINGLE,3525.2,6,1994
Y3,MICRO,HOLT,3535.47,1,1989
Y3,MICRO,HOLT,3546.07,2,1990
Y3,MICRO,HOLT,3556.67,3,1991
Y3,MICRO,HOLT,3567.28,4,1992
Y3,MICRO,HOLT,3577.88,5,1993
Y3,MICRO,HOLT,3588.49,6,1994
Y3,MICRO,DAMPEN,3622.41,1,1989
Y3,MICRO,DAMPEN,3657.56,2,1990
Y3,MICRO,DAMPEN,3670.27,3,1991
Y3,MICRO,DAMPEN,3674.86,4,1992
Y3,MICRO,DAMPEN,3676.52,5,1993
Y3,MICRO,DAMPEN,3677.12,6,1994
Y3,MICRO,WINTER,3535.47,1,1989
Y3,MICRO,WINTER,3546.07,2,1990
Y3,MICRO,WINTER,3556.67,3,1991
Y3,MICRO,WINTER,3567.28,4,1992
Y3,MICRO,WINTER,3577.88,5,1993
Y3,MICRO,WINTER,3588.49,6,1994
Y3,MICRO,COMB S-H-D,3561.03,1,1989
Y3,MICRO,COMB S-H-D,3576.28,2,1990
Y3,MICRO,COMB S-H-D,3584.05,3,1991
Y3,MICRO,COMB S-H-D,3589.11,4,1992
Y3,MICRO,COMB S-H-D,3593.2,5,1993
Y3,MICRO,COMB S-H-D,3596.94,6,1994
Y3,MICRO,B-J auto,3684.64,1,1989
Y3,MICRO,B-J auto,3761.65,2,1990
Y3,MICRO,B-J auto,3782.49,3,1991
Y3,MICRO,B-J auto,3769.42,4,1992
Y3,MICRO,B-J auto,3739.43,5,1993
Y3,MICRO,B-J auto,3704.22,6,1994
Y3,MICRO,AutoBox1,2499.91,1,1989
Y3,MICRO,AutoBox1,2069.64,2,1990
Y3,MICRO,AutoBox1,1639.37,3,1991
Y3,MICRO,AutoBox1,1209.1,4,1992
Y3,MICRO,AutoBox1,778.83,5,1993
Y3,MICRO,AutoBox1,348.56,6,1994
Y3,MICRO,AutoBox2,3814.63,1,1989
Y3,MICRO,AutoBox2,4026.98,2,1990
Y3,MICRO,AutoBox2,4138.5,3,1991
Y3,MICRO,AutoBox2,4168.09,4,1992
Y3,MICRO,AutoBox2,4149.46,5,1993
Y3,MICRO,AutoBox2,4113.26,6,1994
Y3,MICRO,AutoBox3,2895.53,1,1989
Y3,MICRO,AutoBox3,2536.92,2,1990
Y3,MICRO,AutoBox3,2178.3,3,1991
Y3,MICRO,AutoBox3,1819.69,4,1992
Y3,MICRO,AutoBox3,1461.07,5,1993
Y3,MICRO,AutoBox3,1102.46,6,1994
Y3,MICRO,ROBUST-Trend,3747.34,1,1989
Y3,MICRO,ROBUST-Trend,3969.49,2,1990
Y3,MICRO,ROBUST-Trend,4191.63,3,1991
Y3,MICRO,ROBUST-Trend,4413.77,4,1992
Y3,MICRO,ROBUST-Trend,4635.92,5,1993
Y3,MICRO,ROBUST-Trend,4858.06,6,1994
Y3,MICRO,ARARMA,3558.91,1,1989
Y3,MICRO,ARARMA,3592.94,2,1990
Y3,MICRO,ARARMA,3627.3,3,1991
Y3,MICRO,ARARMA,3661.98,4,1992
Y3,MICRO,ARARMA,3697,5,1993
Y3,MICRO,ARARMA,3732.35,6,1994
Y3,MICRO,Auto-ANN,3230.66,1,1989
Y3,MICRO,Auto-ANN,3232.3,2,1990
Y3,MICRO,Auto-ANN,3231.2,3,1991
Y3,MICRO,Auto-ANN,3230.75,4,1992
Y3,MICRO,Auto-ANN,3231.25,5,1993
Y3,MICRO,Auto-ANN,3231.24,6,1994
Y3,MICRO,Flors-Pearc1,3455,1,1989
Y3,MICRO,Flors-Pearc1,3455,2,1990
Y3,MICRO,Flors-Pearc1,3455,3,1991
Y3,MICRO,Flors-Pearc1,3455,4,1992
Y3,MICRO,Flors-Pearc1,3455,5,1993
Y3,MICRO,Flors-Pearc1,3455,6,1994
Y3,MICRO,Flors-Pearc2,3523.65,1,1989
Y3,MICRO,Flors-Pearc2,3523.65,2,1990
Y3,MICRO,Flors-Pearc2,3523.65,3,1991
Y3,MICRO,Flors-Pearc2,3523.65,4,1992
Y3,MICRO,Flors-Pearc2,3523.65,5,1993
Y3,MICRO,Flors-Pearc2,3523.65,6,1994
Y3,MICRO,PP-Autocast,3621.97,1,1989
Y3,MICRO,PP-Autocast,3656.8,2,1990
Y3,MICRO,PP-Autocast,3669.35,3,1991
Y3,MICRO,PP-Autocast,3673.86,4,1992
Y3,MICRO,PP-Autocast,3675.49,5,1993
Y3,MICRO,PP-Autocast,3676.07,6,1994
Y3,MICRO,ForecastPro,3530.26,1,1989
Y3,MICRO,ForecastPro,3535,2,1990
Y3,MICRO,ForecastPro,3539.43,3,1991
Y3,MICRO,ForecastPro,3543.58,4,1992
Y3,MICRO,ForecastPro,3547.47,5,1993
Y3,MICRO,ForecastPro,3551.11,6,1994
Y3,MICRO,SMARTFCS,3922.73,1,1989
Y3,MICRO,SMARTFCS,4536.36,2,1990
Y3,MICRO,SMARTFCS,4734.09,3,1991
Y3,MICRO,SMARTFCS,4959.09,4,1992
Y3,MICRO,SMARTFCS,5122.73,5,1993
Y3,MICRO,SMARTFCS,5286.36,6,1994
Y3,MICRO,THETAsm,3407.52,1,1989
Y3,MICRO,THETAsm,3389.06,2,1990
Y3,MICRO,THETAsm,3071.3,3,1991
Y3,MICRO,THETAsm,2960.72,4,1992
Y3,MICRO,THETAsm,2828.12,5,1993
Y3,MICRO,THETAsm,2655.85,6,1994
Y3,MICRO,THETA,3805.87,1,1989
Y3,MICRO,THETA,3930.44,2,1990
Y3,MICRO,THETA,4131.67,3,1991
Y3,MICRO,THETA,4220.13,4,1992
Y3,MICRO,THETA,4401.68,5,1993
Y3,MICRO,THETA,4481.01,6,1994
Y3,MICRO,RBF,3647.42,1,1989
Y3,MICRO,RBF,3688.29,2,1990
Y3,MICRO,RBF,3708.31,3,1991
Y3,MICRO,RBF,3706.09,4,1992
Y3,MICRO,RBF,3680.94,5,1993
Y3,MICRO,RBF,3632.26,6,1994
Y3,MICRO,ForcX,3593.42,1,1989
Y3,MICRO,ForcX,3661.64,2,1990
Y3,MICRO,ForcX,3729.86,3,1991
Y3,MICRO,ForcX,3798.08,4,1992
Y3,MICRO,ForcX,3866.3,5,1993
Y3,MICRO,ForcX,3934.52,6,1994
Y4,MICRO,NAIVE2,4632.3,1,1989
Y4,MICRO,NAIVE2,4632.3,2,1990
Y4,MICRO,NAIVE2,4632.3,3,1991
Y4,MICRO,NAIVE2,4632.3,4,1992
Y4,MICRO,NAIVE2,4632.3,5,1993
Y4,MICRO,NAIVE2,4632.3,6,1994
Y4,MICRO,SINGLE,4632.3,1,1989
Y4,MICRO,SINGLE,4632.3,2,1990
Y4,MICRO,SINGLE,4632.3,3,1991
Y4,MICRO,SINGLE,4632.3,4,1992
Y4,MICRO,SINGLE,4632.3,5,1993
Y4,MICRO,SINGLE,4632.3,6,1994
Y4,MICRO,HOLT,4971.59,1,1989
Y4,MICRO,HOLT,5311.33,2,1990
Y4,MICRO,HOLT,5651.06,3,1991
Y4,MICRO,HOLT,5990.79,4,1992
Y4,MICRO,HOLT,6330.52,5,1993
Y4,MICRO,HOLT,6670.25,6,1994
Y4,MICRO,DAMPEN,4795.99,1,1989
Y4,MICRO,DAMPEN,4830.29,2,1990
Y4,MICRO,DAMPEN,4837.46,3,1991
Y4,MICRO,DAMPEN,4838.95,4,1992
Y4,MICRO,DAMPEN,4839.27,5,1993
Y4,MICRO,DAMPEN,4839.33,6,1994
Y4,MICRO,WINTER,4971.59,1,1989
Y4,MICRO,WINTER,5311.33,2,1990
Y4,MICRO,WINTER,5651.06,3,1991
Y4,MICRO,WINTER,5990.79,4,1992
Y4,MICRO,WINTER,6330.52,5,1993
Y4,MICRO,WINTER,6670.25,6,1994
Y4,MICRO,COMB S-H-D,4799.96,1,1989
Y4,MICRO,COMB S-H-D,4924.64,2,1990
Y4,MICRO,COMB S-H-D,5040.27,3,1991
Y4,MICRO,COMB S-H-D,5154.01,4,1992
Y4,MICRO,COMB S-H-D,5267.36,5,1993
Y4,MICRO,COMB S-H-D,5380.63,6,1994
Y4,MICRO,B-J auto,4632.3,1,1989
Y4,MICRO,B-J auto,4632.3,2,1990
Y4,MICRO,B-J auto,4632.3,3,1991
Y4,MICRO,B-J auto,4632.3,4,1992
Y4,MICRO,B-J auto,4632.3,5,1993
Y4,MICRO,B-J auto,4632.3,6,1994
Y4,MICRO,AutoBox1,5350.11,1,1989
Y4,MICRO,AutoBox1,6084.74,2,1990
Y4,MICRO,AutoBox1,6819.37,3,1991
Y4,MICRO,AutoBox1,7554,4,1992
Y4,MICRO,AutoBox1,8288.63,5,1993
Y4,MICRO,AutoBox1,9023.25,6,1994
Y4,MICRO,AutoBox2,5046.55,1,1989
Y4,MICRO,AutoBox2,5460.8,2,1990
Y4,MICRO,AutoBox2,5875.06,3,1991
Y4,MICRO,AutoBox2,6289.31,4,1992
Y4,MICRO,AutoBox2,6703.56,5,1993
Y4,MICRO,AutoBox2,7117.81,6,1994
Y4,MICRO,AutoBox3,5037.68,1,1989
Y4,MICRO,AutoBox3,5443.06,2,1990
Y4,MICRO,AutoBox3,5848.44,3,1991
Y4,MICRO,AutoBox3,6253.82,4,1992
Y4,MICRO,AutoBox3,6659.2,5,1993
Y4,MICRO,AutoBox3,7064.58,6,1994
Y4,MICRO,ROBUST-Trend,5080.42,1,1989
Y4,MICRO,ROBUST-Trend,5528.54,2,1990
Y4,MICRO,ROBUST-Trend,5976.67,3,1991
Y4,MICRO,ROBUST-Trend,6424.79,4,1992
Y4,MICRO,ROBUST-Trend,6872.91,5,1993
Y4,MICRO,ROBUST-Trend,7321.04,6,1994
Y4,MICRO,ARARMA,4878.4,1,1989
Y4,MICRO,ARARMA,5137.57,2,1990
Y4,MICRO,ARARMA,5410.51,3,1991
Y4,MICRO,ARARMA,5697.95,4,1992
Y4,MICRO,ARARMA,6000.66,5,1993
Y4,MICRO,ARARMA,6319.45,6,1994
Y4,MICRO,Auto-ANN,4132.45,1,1989
Y4,MICRO,Auto-ANN,4079.99,2,1990
Y4,MICRO,Auto-ANN,4072.9,3,1991
Y4,MICRO,Auto-ANN,4071.91,4,1992
Y4,MICRO,Auto-ANN,4071.77,5,1993
Y4,MICRO,Auto-ANN,4071.75,6,1994
Y4,MICRO,Flors-Pearc1,4831.37,1,1989
Y4,MICRO,Flors-Pearc1,4901.25,2,1990
Y4,MICRO,Flors-Pearc1,4925.36,3,1991
Y4,MICRO,Flors-Pearc1,4933.68,4,1992
Y4,MICRO,Flors-Pearc1,4936.55,5,1993
Y4,MICRO,Flors-Pearc1,4937.54,6,1994
Y4,MICRO,Flors-Pearc2,3790.5,1,1989
Y4,MICRO,Flors-Pearc2,3600,2,1990
Y4,MICRO,Flors-Pearc2,3790.5,3,1991
Y4,MICRO,Flors-Pearc2,3800,4,1992
Y4,MICRO,Flors-Pearc2,3790.5,5,1993
Y4,MICRO,Flors-Pearc2,3790.5,6,1994
Y4,MICRO,PP-Autocast,4797.17,1,1989
Y4,MICRO,PP-Autocast,4831.79,2,1990
Y4,MICRO,PP-Autocast,4839.06,3,1991
Y4,MICRO,PP-Autocast,4840.59,4,1992
Y4,MICRO,PP-Autocast,4840.91,5,1993
Y4,MICRO,PP-Autocast,4840.98,6,1994
Y4,MICRO,ForecastPro,4632.3,1,1989
Y4,MICRO,ForecastPro,4632.3,2,1990
Y4,MICRO,ForecastPro,4632.3,3,1991
Y4,MICRO,ForecastPro,4632.3,4,1992
Y4,MICRO,ForecastPro,4632.3,5,1993
Y4,MICRO,ForecastPro,4632.3,6,1994
Y4,MICRO,SMARTFCS,5108,1,1989
Y4,MICRO,SMARTFCS,5367,2,1990
Y4,MICRO,SMARTFCS,5626,3,1991
Y4,MICRO,SMARTFCS,5886,4,1992
Y4,MICRO,SMARTFCS,6145,5,1993
Y4,MICRO,SMARTFCS,6405,6,1994
Y4,MICRO,THETAsm,4894.41,1,1989
Y4,MICRO,THETAsm,5176.25,2,1990
Y4,MICRO,THETAsm,4521.19,3,1991
Y4,MICRO,THETAsm,4392.25,4,1992
Y4,MICRO,THETAsm,4267.06,5,1993
Y4,MICRO,THETAsm,4184.94,6,1994
Y4,MICRO,THETA,4871.21,1,1989
Y4,MICRO,THETA,5017.3,2,1990
Y4,MICRO,THETA,5196.01,3,1991
Y4,MICRO,THETA,5328.76,4,1992
Y4,MICRO,THETA,5465.67,5,1993
Y4,MICRO,THETA,5593.47,6,1994
Y4,MICRO,RBF,5070.03,1,1989
Y4,MICRO,RBF,5569.07,2,1990
Y4,MICRO,RBF,5924.34,3,1991
Y4,MICRO,RBF,6086.74,4,1992
Y4,MICRO,RBF,6013.09,5,1993
Y4,MICRO,RBF,5655.45,6,1994
Y4,MICRO,ForcX,4849.29,1,1989
Y4,MICRO,ForcX,5066.27,2,1990
Y4,MICRO,ForcX,5283.26,3,1991
Y4,MICRO,ForcX,5500.25,4,1992
Y4,MICRO,ForcX,5717.24,5,1993
Y4,MICRO,ForcX,5934.22,6,1994
Y5,MICRO,NAIVE2,5488.8,1,1989
Y5,MICRO,NAIVE2,5488.8,2,1990
Y5,MICRO,NAIVE2,5488.8,3,1991
Y5,MICRO,NAIVE2,5488.8,4,1992
Y5,MICRO,NAIVE2,5488.8,5,1993
Y5,MICRO,NAIVE2,5488.8,6,1994
Y5,MICRO,SINGLE,5488.8,1,1989
Y5,MICRO,SINGLE,5488.8,2,1990
Y5,MICRO,SINGLE,5488.8,3,1991
Y5,MICRO,SINGLE,5488.8,4,1992
Y5,MICRO,SINGLE,5488.8,5,1993
Y5,MICRO,SINGLE,5488.8,6,1994
Y5,MICRO,HOLT,5346.03,1,1989
Y5,MICRO,HOLT,5272.95,2,1990
